Timestamp,Ozone_ppb,Cell_Temperature_K,Cell_Pressure_torr,Photodiode_Voltage_V,Power_Supply_V,Latitude,Longitude,Altitude_m,GPS_Quality,Date,Time
2026-01-12 11:26:45,17.3,307.9,739.4,1.4985,12.2,0000.00000,00000.00000,0.0,0,12/01/26,11:32:42
2026-01-12 11:26:55,16.3,307.9,739.3,1.4991,12.2,0000.00000,00000.00000,0.0,0,12/01/26,11:32:52
2026-01-12 11:27:05,16.9,307.9,739.2,1.4997,12.2,0000.00000,00000.00000,0.0,0,12/01/26,11:33:02
2026-01-12 11:27:15,15.9,307.9,739.7,1.5004,12.2,0000.00000,00000.00000,0.0,0,12/01/26,11:33:12
2026-01-12 11:27:25,15.3,307.9,739.6,1.5010,12.2,0000.00000,00000.00000,0.0,0,12/01/26,11:33:22
2026-01-12 11:27:35,14.6,307.9,739.5,1.5016,12.2,0000.00000,00000.00000,0.0,0,12/01/26,11:33:32
2026-01-12 11:27:45,15.8,307.9,739.3,1.5023,12.2,0000.00000,00000.00000,0.0,0,12/01/26,11:33:42
2026-01-12 11:27:55,16.9,307.9,739.5,1.5028,12.2,0000.00000,00000.00000,0.0,0,12/01/26,11:33:52
2026-01-12 11:28:05,17.2,308.0,739.7,1.5034,12.2,0000.00000,00000.00000,0.0,0,12/01/26,11:34:02
2026-01-12 11:28:15,17.1,308.0,740.5,1.5040,12.2,0000.00000,00000.00000,0.0,0,12/01/26,11:34:12
2026-01-12 11:28:25,17.3,308.0,739.6,1.5045,12.2,0000.00000,00000.00000,0.0,0,12/01/26,11:34:22
2026-01-12 11:28:35,16.4,308.0,740.0,1.5051,12.2,0000.00000,00000.00000,0.0,0,12/01/26,11:34:32
2026-01-12 11:28:45,13.6,308.0,739.2,1.5056,12.2,0000.00000,00000.00000,0.0,0,12/01/26,11:34:42
2026-01-12 11:28:55,13.6,308.0,740.2,1.5062,12.2,0000.00000,00000.00000,0.0,0,12/01/26,11:34:52
2026-01-12 11:29:05,17.1,308.0,739.7,1.5067,12.2,0000.00000,00000.00000,0.0,0,12/01/26,11:35:02
2026-01-12 11:29:15,18.5,308.0,740.6,1.5072,12.2,0000.00000,00000.00000,0.0,0,12/01/26,11:35:12
2026-01-12 11:29:25,18.1,308.0,738.9,1.5078,12.2,0000.00000,00000.00000,0.0,0,12/01/26,11:35:22
2026-01-12 11:29:35,19.1,308.0,740.1,1.5083,12.2,0000.00000,00000.00000,0.0,0,12/01/26,11:35:32
2026-01-12 11:29:45,16.7,308.0,739.2,1.5088,12.2,0000.00000,00000.00000,0.0,0,12/01/26,11:35:42
2026-01-12 11:29:55,15.1,308.1,739.7,1.5093,12.2,0000.00000,00000.00000,0.0,0,12/01/26,11:35:52
2026-01-12 11:30:05,17.1,308.1,740.1,1.5098,12.2,0000.00000,00000.00000,0.0,0,12/01/26,11:36:02
2026-01-12 11:30:15,18.7,308.1,740.0,1.5103,12.2,0000.00000,00000.00000,0.0,0,12/01/26,11:36:12
2026-01-12 11:30:25,18.1,308.1,739.2,1.5108,12.2,0000.00000,00000.00000,0.0,0,12/01/26,11:36:22
2026-01-12 11:30:35,17.8,308.1,739.1,1.5113,12.2,0000.00000,00000.00000,0.0,0,12/01/26,11:36:32
