Timestamp,ErrorNumber,ErrorInstance,ErrorParameter,ErrorText,LDD_ActualOutputCurrent,LDD_ActualOutputVoltage,LDD_ActualOutputCurrentRaw,LDD_ActualAnodeVoltage,LDD_ActualCathodeVoltage,LDD_NominalOutputCurrentRamp,TEC_TargetObjectTemperature,TEC_NominalObjectTemperatureRamp,TEC_ThermalPowerModelCurrent,TEC_ActualOutputCurrent,TEC_ActualOutputVoltage,TEC_ObjectTemperature,TEC_SinkTemperature,AnalogVoltageInputRawADC,AnalogVoltageInput,LaserPower,OutputLevel,DriverInputVoltage,Internal8V,Internal5V,Internal3V3,InternalMinus3V3,DeviceTemperature,PowerstageTemperature
2026-02-09 07:24:20,0,0,0,,1.40,3.61,30449,4.54,0.94,1.40,35.00,35.00,0.00,0.06,-0.06,39.70,nan,2,0.00,0.00,1.00,12.14,7.90,4.99,3.20,-3.28,53.88,53.88
2026-02-09 07:24:20,0,0,0,,1.40,3.61,30447,4.53,0.94,1.40,35.00,35.00,0.00,0.06,-0.04,39.70,nan,2,-0.00,0.00,1.00,12.14,7.89,4.99,3.20,-3.28,53.86,53.86
2026-02-09 07:24:20,0,0,0,,1.40,3.61,30447,4.55,0.92,1.40,35.00,35.00,0.00,0.05,-0.05,39.70,nan,2,-0.00,0.00,1.00,12.13,7.89,4.99,3.20,-3.28,53.85,53.85
2026-02-09 07:24:20,0,0,0,,1.40,3.62,30446,4.55,0.92,1.40,35.00,35.00,0.00,0.05,-0.09,39.71,nan,1,-0.00,0.00,1.00,12.13,7.89,4.99,3.20,-3.28,53.85,53.85
2026-02-09 07:24:21,0,0,0,,1.40,3.61,30458,4.53,0.93,1.40,35.00,39.71,-1.00,-1.00,-3.93,39.71,-69.43,2,-0.00,0.00,1.00,12.09,7.89,4.99,3.20,-3.28,53.86,53.86
2026-02-09 07:24:21,0,0,0,,1.40,3.61,30445,4.55,0.92,1.40,35.00,35.00,0.00,0.08,-0.07,39.71,nan,1,0.00,0.00,1.00,12.14,7.89,4.99,3.20,-3.29,53.89,53.89
2026-02-09 07:24:21,0,0,0,,1.40,3.61,30445,4.54,0.93,1.40,35.00,35.00,0.00,0.07,-0.06,39.71,nan,2,-0.00,0.00,1.00,12.14,7.90,5.00,3.20,-3.28,53.90,53.90
2026-02-09 07:24:21,0,0,0,,1.40,3.61,30446,4.54,0.94,1.40,35.00,39.72,-1.00,0.05,-2.74,39.72,-66.14,1,-0.00,0.00,1.00,12.08,7.89,5.00,3.20,-3.28,53.92,53.92
2026-02-09 07:24:21,0,0,0,,1.40,3.61,30455,4.53,0.94,1.40,35.00,39.71,-0.99,-0.95,-3.80,39.72,-70.65,1,0.00,0.00,1.00,12.08,7.89,4.99,3.20,-3.28,53.94,53.94
2026-02-09 07:24:22,0,0,0,,1.40,3.61,30444,4.54,0.93,1.40,35.00,35.00,0.00,0.10,-0.04,39.72,nan,2,-0.00,0.00,1.00,12.14,7.90,4.99,3.20,-3.28,53.95,53.95
2026-02-09 07:24:22,0,0,0,,1.40,3.61,30443,4.53,0.94,1.40,35.00,35.00,0.00,0.08,-0.06,39.72,nan,1,-0.00,0.00,1.00,12.13,7.89,4.99,3.20,-3.28,53.95,53.95
2026-02-09 07:24:22,0,0,0,,1.40,3.61,30444,4.54,0.94,1.40,35.00,35.00,0.00,0.07,-0.05,39.73,nan,1,-0.00,0.00,1.00,12.13,7.89,4.99,3.20,-3.28,53.93,53.93
2026-02-09 07:24:22,0,0,0,,1.40,3.61,30446,4.53,0.94,1.40,35.00,35.00,0.00,0.07,-0.05,39.73,nan,1,0.00,0.00,1.00,12.14,7.90,5.00,3.20,-3.28,53.92,53.92
2026-02-09 07:24:23,0,0,0,,1.40,3.62,30446,4.55,0.93,1.40,35.00,35.00,0.00,0.07,-0.06,39.74,nan,1,-0.00,0.00,1.00,12.14,7.89,5.00,3.20,-3.28,53.92,53.94
2026-02-09 07:24:23,0,0,0,,1.40,3.61,30447,4.55,0.92,1.40,35.00,35.00,0.00,0.06,-0.08,39.75,nan,2,-0.00,0.00,1.00,12.14,7.89,5.00,3.20,-3.28,53.95,53.95
2026-02-09 07:24:23,0,0,0,,1.40,3.60,30442,4.53,0.94,1.40,35.00,35.00,0.00,0.06,-0.06,39.76,nan,1,0.00,0.00,1.00,12.14,7.90,4.99,3.20,-3.28,53.95,53.95
2026-02-09 07:24:23,0,0,0,,1.40,3.62,30445,4.55,0.93,1.40,35.00,35.00,0.00,0.07,-0.05,39.77,nan,1,-0.00,0.00,1.00,12.14,7.89,4.99,3.20,-3.28,53.96,53.96
2026-02-09 07:24:24,0,0,0,,1.40,3.61,30447,4.55,0.92,1.40,35.00,35.00,0.00,0.06,-0.05,39.78,nan,1,-0.00,0.00,1.00,12.14,7.89,4.99,3.20,-3.28,53.95,53.95
2026-02-09 07:24:24,0,0,0,,1.40,3.61,30445,4.55,0.93,1.40,35.00,35.00,0.00,0.06,-0.07,39.79,nan,1,0.00,0.00,1.00,12.14,7.90,4.99,3.20,-3.28,53.95,53.95
2026-02-09 07:24:24,0,0,0,,1.40,3.60,30445,4.53,0.94,1.40,35.00,35.00,0.00,0.06,-0.05,39.80,nan,1,0.00,0.00,1.00,12.13,7.89,5.00,3.20,-3.29,53.95,53.95
2026-02-09 07:24:24,0,0,0,,1.40,3.61,30447,4.54,0.93,1.40,35.00,35.00,0.00,0.06,-0.06,39.81,nan,1,-0.00,0.00,1.00,12.14,7.89,5.00,3.20,-3.28,53.95,53.96
2026-02-09 07:24:24,0,0,0,,1.40,3.62,30446,4.55,0.92,1.40,35.00,35.00,0.00,0.05,-0.09,39.82,nan,1,-0.00,0.00,1.00,12.14,7.90,5.00,3.20,-3.28,53.94,53.94
2026-02-09 07:24:25,0,0,0,,1.40,3.61,30445,4.55,0.93,1.40,35.00,35.00,0.00,0.05,-0.04,39.82,nan,1,-0.00,0.00,1.00,12.13,7.89,4.99,3.20,-3.28,53.95,53.95
2026-02-09 07:24:25,0,0,0,,1.40,3.62,30446,4.55,0.92,1.40,35.00,35.00,0.00,0.06,-0.09,39.83,nan,2,0.00,0.00,1.00,12.14,7.89,4.99,3.20,-3.28,53.97,53.97
2026-02-09 07:24:25,0,0,0,,1.40,3.60,30445,4.53,0.94,1.40,35.00,35.00,0.00,0.05,-0.09,39.83,nan,1,-0.00,0.00,1.00,12.14,7.89,4.99,3.20,-3.28,53.99,53.99
2026-02-09 07:24:25,0,0,0,,1.40,3.61,30443,4.55,0.93,1.40,35.00,35.00,0.00,0.06,-0.07,39.84,nan,2,-0.00,0.00,1.00,12.13,7.89,5.00,3.20,-3.28,54.00,54.00
2026-02-09 07:24:26,0,0,0,,1.40,3.62,30448,4.55,0.92,1.40,35.00,35.00,0.00,0.06,-0.04,39.84,nan,3,-0.00,0.00,1.00,12.14,7.89,5.00,3.20,-3.28,54.00,54.00
2026-02-09 07:24:26,0,0,0,,1.40,3.61,30446,4.53,0.94,1.40,35.00,35.00,0.00,0.05,-0.07,39.85,nan,2,-0.00,0.00,1.00,12.14,7.90,5.00,3.20,-3.28,54.01,54.01
2026-02-09 07:24:26,0,0,0,,1.40,3.60,30448,4.53,0.94,1.40,35.00,35.00,0.00,0.06,-0.08,39.85,nan,2,-0.00,0.00,1.00,12.14,7.89,5.00,3.20,-3.28,54.02,54.02
