Timestamp,Wind_Speed,Wind_Direction,U_Vector,V_Vector,W_Vector,Temperature,Relative_Humidity,Pressure,Compass_Heading,Pitch,Roll
2026-01-13 16:17:21,00.05,103,-00.04,00.01,00.03,21.95,39.92,1007.71,-179.9,-179.8,286
2026-01-13 16:17:21,00.05,112,-00.04,00.02,00.01,21.94,39.94,1007.72,-180.0,-179.8,286
2026-01-13 16:17:21,00.07,100,-00.06,00.01,00.02,21.94,39.94,1007.71,-180.0,-179.7,290
2026-01-13 16:17:21,00.05,113,-00.04,00.02,00.01,21.96,39.94,1007.74,-179.9,-179.7,288
2026-01-13 16:17:21,00.05,117,-00.04,00.02,00.01,21.94,39.95,1007.74,-179.9,-179.8,287
2026-01-13 16:17:22,00.05,091,-00.05,00.00,00.02,21.96,39.93,1007.70,-179.9,-179.8,290
2026-01-13 16:17:22,00.06,093,-00.06,00.00,00.02,21.93,39.95,1007.70,-179.9,-179.7,289
2026-01-13 16:17:22,00.08,088,-00.07,-00.00,00.03,21.93,39.92,1007.73,-180.0,-179.7,292
2026-01-13 16:17:22,00.08,096,-00.07,00.01,00.01,21.92,39.93,1007.74,-179.9,-179.8,285
2026-01-13 16:17:22,00.06,103,-00.05,00.01,00.00,21.92,39.95,1007.74,-180.0,-179.7,287
2026-01-13 16:17:23,00.06,105,-00.06,00.02,00.02,21.92,39.93,1007.72,-180.0,-179.7,285
2026-01-13 16:17:23,00.06,085,-00.06,-00.01,00.02,21.90,39.90,1007.71,-180.0,-179.8,290
2026-01-13 16:17:23,00.07,097,-00.07,00.01,00.00,21.91,39.94,1007.74,-179.9,-179.8,289
2026-01-13 16:17:23,00.08,107,-00.08,00.02,00.03,21.87,39.93,1007.74,-179.9,-179.7,288
2026-01-13 16:17:23,00.07,092,-00.07,00.00,00.02,21.87,39.97,1007.71,-180.0,-179.8,288
2026-01-13 16:17:24,00.06,093,-00.06,00.00,00.01,21.85,39.94,1007.75,-179.9,-179.8,291
2026-01-13 16:17:24,00.08,104,-00.07,00.02,00.03,21.83,39.93,1007.69,-179.9,-179.8,286
2026-01-13 16:17:24,00.07,093,-00.07,00.00,00.01,21.81,39.88,1007.72,-179.9,-179.7,287
2026-01-13 16:17:24,00.06,080,-00.06,-00.01,00.00,21.81,39.93,1007.72,-180.0,-179.8,287
2026-01-13 16:17:24,00.07,092,-00.06,00.00,00.03,21.80,39.96,1007.70,-179.9,-179.7,288
2026-01-13 16:17:25,00.06,091,-00.05,00.00,00.02,21.82,39.93,1007.72,-179.9,-179.8,288
2026-01-13 16:17:25,00.06,085,-00.06,-00.01,00.01,21.83,39.90,1007.76,-180.0,-179.8,290
2026-01-13 16:17:25,00.05,084,-00.05,-00.01,00.01,21.84,39.90,1007.74,-179.9,-179.7,289
2026-01-13 16:17:25,00.06,067,-00.05,-00.02,00.00,21.84,39.91,1007.71,-179.9,-179.7,291
2026-01-13 16:17:25,00.06,090,-00.06,-00.00,00.03,21.85,39.93,1007.71,-179.9,-179.8,289
2026-01-13 16:17:26,00.06,094,-00.05,00.00,00.03,21.86,39.94,1007.74,-180.0,-179.7,290
2026-01-13 16:17:26,00.03,061,-00.03,-00.02,00.01,21.86,39.94,1007.74,-179.9,-179.7,289
2026-01-13 16:17:26,00.05,086,-00.05,-00.00,00.01,21.86,39.89,1007.74,-179.9,-179.8,290
2026-01-13 16:17:26,00.06,082,-00.05,-00.01,00.01,21.86,39.96,1007.74,-179.9,-179.8,289
2026-01-13 16:17:26,00.04,069,-00.04,-00.01,00.01,21.86,39.91,1007.75,-180.0,-179.8,286
2026-01-13 16:17:27,00.04,083,-00.04,-00.00,00.01,21.87,39.89,1007.74,-179.9,-179.8,288
2026-01-13 16:17:27,00.04,100,-00.04,00.01,00.02,21.85,39.94,1007.76,-179.9,-179.8,289
2026-01-13 16:17:27,00.04,109,-00.04,00.01,00.01,21.86,39.93,1007.70,-180.0,-179.7,289
2026-01-13 16:17:27,00.04,076,-00.04,-00.01,00.01,21.86,39.93,1007.71,-180.0,-179.8,286
2026-01-13 16:17:27,00.04,089,-00.04,-00.00,00.01,21.87,39.90,1007.75,-179.9,-179.7,294
2026-01-13 16:17:28,00.06,087,-00.05,-00.00,00.04,21.87,39.92,1007.74,-179.9,-179.7,290
2026-01-13 16:17:28,00.03,093,-00.03,00.00,00.02,21.88,39.93,1007.73,-179.9,-179.8,284
2026-01-13 16:17:28,00.05,122,-00.04,00.03,00.01,21.89,39.93,1007.75,-180.0,-179.8,286
2026-01-13 16:17:28,00.06,084,-00.05,-00.01,00.02,21.88,39.90,1007.71,-180.0,-179.8,288
2026-01-13 16:17:28,00.03,084,-00.03,-00.00,00.01,21.89,39.89,1007.74,-180.0,-179.8,290
2026-01-13 16:17:29,00.06,111,-00.05,00.02,00.02,21.89,39.90,1007.73,-180.0,-179.8,292
2026-01-13 16:17:29,00.04,123,-00.03,00.02,00.01,21.90,39.94,1007.74,-180.0,-179.8,288
2026-01-13 16:17:29,00.04,105,-00.03,00.01,00.01,21.91,39.87,1007.74,-179.9,-179.8,290
2026-01-13 16:17:29,00.02,100,-00.01,00.00,00.01,21.90,39.93,1007.73,-179.9,-179.8,289
2026-01-13 16:17:29,00.05,102,-00.04,00.01,00.02,21.89,39.90,1007.72,-180.0,-179.8,289
2026-01-13 16:17:30,00.04,086,-00.03,-00.00,00.03,21.90,39.89,1007.74,-180.0,-179.7,288
2026-01-13 16:17:30,00.06,060,-00.05,-00.03,00.03,21.90,39.94,1007.73,-180.0,-179.8,291
2026-01-13 16:17:30,00.06,057,-00.05,-00.03,00.03,21.91,39.88,1007.75,-180.0,-179.8,290
