Timestamp,peak_wavelength,max_intensity,mean_intensity,std_intensity,total_points,status
2026-01-14 13:32:16,627.2004,1916.00,1481.73,20.92,2048,success
2026-01-14 13:32:16,627.2004,1935.00,1481.55,21.16,2048,success
2026-01-14 13:32:17,627.2004,1941.00,1481.71,21.00,2048,success
2026-01-14 13:32:17,627.2004,1921.00,1481.37,20.81,2048,success
2026-01-14 13:32:18,627.2004,1923.00,1481.48,20.89,2048,success
2026-01-14 13:32:19,627.2004,1923.00,1480.82,20.82,2048,success
2026-01-14 13:32:19,627.2004,1926.00,1481.61,21.25,2048,success
2026-01-14 13:32:20,627.2004,1941.00,1480.94,21.03,2048,success
2026-01-14 13:32:20,627.2004,1947.00,1481.03,21.25,2048,success
2026-01-14 13:32:21,627.2004,1956.00,1479.94,21.35,2048,success
2026-01-14 13:32:22,627.2004,1950.00,1480.65,21.31,2048,success
2026-01-14 13:32:22,627.2004,1927.00,1480.21,20.96,2048,success
2026-01-14 13:32:23,627.2004,1929.00,1480.60,21.34,2048,success
2026-01-14 13:32:23,627.2004,1932.00,1480.34,20.93,2048,success
2026-01-14 13:32:24,627.2004,1931.00,1480.76,20.95,2048,success
2026-01-14 13:32:25,627.2004,1943.00,1480.53,21.07,2048,success
2026-01-14 13:32:25,627.2004,1958.00,1480.59,21.42,2048,success
2026-01-14 13:32:26,627.2004,1942.00,1481.12,20.95,2048,success
2026-01-14 13:32:26,627.2004,1930.00,1480.59,21.26,2048,success
2026-01-14 13:32:27,627.2004,1922.00,1480.54,21.04,2048,success
2026-01-14 13:32:28,627.2004,1917.00,1481.02,20.74,2048,success
2026-01-14 13:32:28,627.2004,1963.00,1480.77,21.07,2048,success
2026-01-14 13:32:29,627.2004,1946.00,1480.25,21.11,2048,success
2026-01-14 13:32:30,627.2004,1920.00,1480.20,20.96,2048,success
2026-01-14 13:32:30,627.2004,1942.00,1480.04,21.44,2048,success
2026-01-14 13:32:31,627.2004,1950.00,1480.42,21.37,2048,success
2026-01-14 13:32:31,627.2004,1948.00,1480.56,21.47,2048,success
2026-01-14 13:32:32,627.2004,1952.00,1480.54,21.31,2048,success
2026-01-14 13:32:33,627.2004,1924.00,1480.23,20.82,2048,success
2026-01-14 13:32:33,627.2004,1934.00,1480.47,21.14,2048,success
2026-01-14 13:32:34,627.2004,1939.00,1480.42,21.08,2048,success
2026-01-14 13:32:34,627.2004,1933.00,1479.75,21.13,2048,success
2026-01-14 13:32:35,627.2004,1919.00,1480.98,20.85,2048,success
2026-01-14 13:32:36,627.2004,1951.00,1479.58,21.21,2048,success
2026-01-14 13:32:36,627.2004,1930.00,1480.34,20.79,2048,success
2026-01-14 13:32:37,627.2004,1946.00,1479.90,21.11,2048,success
2026-01-14 13:32:38,627.2004,1955.00,1480.25,21.23,2048,success
2026-01-14 13:32:38,627.2004,1940.00,1480.20,21.17,2048,success
2026-01-14 13:32:39,627.2004,1920.00,1479.90,21.09,2048,success
2026-01-14 13:32:39,627.2004,1940.00,1479.84,21.19,2048,success
2026-01-14 13:32:40,627.2004,1957.00,1479.52,21.19,2048,success
2026-01-14 13:32:41,627.2004,1948.00,1479.85,20.95,2048,success
2026-01-14 13:32:41,627.2004,1935.00,1479.68,21.13,2048,success
2026-01-14 13:32:42,627.2004,1934.00,1480.16,21.03,2048,success
2026-01-14 13:32:42,627.2004,1935.00,1479.60,21.10,2048,success
2026-01-14 13:32:43,627.2004,1927.00,1480.08,20.94,2048,success
2026-01-14 13:32:44,627.2004,1938.00,1479.68,21.07,2048,success
2026-01-14 13:32:44,627.2004,1957.00,1480.04,21.23,2048,success
2026-01-14 13:32:45,627.2004,1932.00,1479.90,21.19,2048,success
2026-01-14 13:32:46,627.2004,1944.00,1480.39,21.31,2048,success
2026-01-14 13:32:46,627.2004,1944.00,1479.51,21.01,2048,success
2026-01-14 13:32:47,627.2004,1932.00,1479.76,20.97,2048,success
2026-01-14 13:32:47,627.2004,1939.00,1479.64,21.03,2048,success
2026-01-14 13:32:48,627.2004,1936.00,1479.69,21.11,2048,success
2026-01-14 13:32:49,627.2004,1942.00,1480.10,21.10,2048,success
2026-01-14 13:32:49,627.2004,1915.00,1479.78,20.51,2048,success
2026-01-14 13:32:50,627.2004,1929.00,1479.58,21.07,2048,success
2026-01-14 13:32:50,627.2004,1939.00,1479.40,21.23,2048,success
2026-01-14 13:32:51,627.2004,1940.00,1480.28,21.08,2048,success
2026-01-14 13:32:52,627.2004,1940.00,1479.65,20.84,2048,success
2026-01-14 13:32:52,627.2004,1963.00,1479.32,21.41,2048,success
2026-01-14 13:32:53,627.2004,1940.00,1479.29,20.89,2048,success
2026-01-14 13:32:53,627.2004,1927.00,1479.17,20.94,2048,success
2026-01-14 13:32:54,627.2004,1928.00,1479.24,20.67,2048,success
2026-01-14 13:32:55,627.2004,1958.00,1479.43,21.37,2048,success
2026-01-14 13:32:55,627.2004,1945.00,1478.88,21.32,2048,success
2026-01-14 13:32:56,627.2004,1925.00,1479.60,20.86,2048,success
2026-01-14 13:32:57,627.2004,1946.00,1479.96,21.18,2048,success
2026-01-14 13:32:57,627.2004,1923.00,1479.72,21.06,2048,success
2026-01-14 13:32:58,627.2004,1943.00,1479.35,21.30,2048,success
2026-01-14 13:32:58,627.2004,1922.00,1479.58,21.24,2048,success
2026-01-14 13:32:59,627.2004,1948.00,1478.90,21.07,2048,success
2026-01-14 13:33:00,627.2004,1937.00,1479.52,21.06,2048,success
2026-01-14 13:33:00,627.2004,1955.00,1479.27,21.16,2048,success
2026-01-14 13:33:01,627.2004,1968.00,1479.19,21.16,2048,success
2026-01-14 13:33:01,627.2004,1930.00,1479.51,21.11,2048,success
2026-01-14 13:33:02,627.2004,1925.00,1479.05,21.01,2048,success
2026-01-14 13:33:03,627.2004,1918.00,1479.75,20.89,2048,success
2026-01-14 13:33:03,627.2004,1926.00,1479.44,20.97,2048,success
2026-01-14 13:33:04,627.2004,1935.00,1479.02,20.73,2048,success
2026-01-14 13:33:04,627.2004,1924.00,1478.85,20.95,2048,success
2026-01-14 13:33:05,627.2004,1948.00,1479.23,20.91,2048,success
2026-01-14 13:33:06,627.2004,1917.00,1478.49,21.03,2048,success
2026-01-14 13:33:06,627.2004,1955.00,1479.28,21.19,2048,success
2026-01-14 13:33:07,627.2004,1921.00,1479.20,20.94,2048,success
2026-01-14 13:33:08,627.2004,1929.00,1479.27,20.81,2048,success
2026-01-14 13:33:08,627.2004,1916.00,1478.93,20.87,2048,success
2026-01-14 13:33:09,627.2004,1928.00,1479.49,20.44,2048,success
2026-01-14 13:33:09,627.2004,1937.00,1479.65,21.02,2048,success
