Timestamp,peak_wavelength,max_intensity,mean_intensity,std_intensity,total_points,status
2026-03-16 09:13:56,627.2004,2207.00,1591.70,27.27,2048,success
2026-03-16 09:13:57,627.2004,2216.00,1590.57,27.21,2048,success
2026-03-16 09:13:57,627.2004,2207.00,1590.05,27.31,2048,success
2026-03-16 09:13:58,627.2004,2241.00,1589.88,27.55,2048,success
2026-03-16 09:13:58,627.2004,2204.00,1589.68,27.22,2048,success
2026-03-16 09:13:59,627.2004,2217.00,1589.32,27.27,2048,success
2026-03-16 09:14:00,627.2004,2209.00,1589.89,27.28,2048,success
2026-03-16 09:14:00,627.2004,2210.00,1590.01,26.94,2048,success
2026-03-16 09:14:01,627.2004,2209.00,1588.82,27.24,2048,success
2026-03-16 09:14:02,627.2004,2221.00,1589.12,27.23,2048,success
2026-03-16 09:14:02,627.2004,2239.00,1588.98,27.61,2048,success
2026-03-16 09:14:03,627.2004,2190.00,1588.80,27.07,2048,success
2026-03-16 09:14:03,627.2004,2209.00,1589.17,27.32,2048,success
2026-03-16 09:14:04,627.2004,2216.00,1588.50,27.27,2048,success
2026-03-16 09:14:05,627.2004,2201.00,1589.23,26.96,2048,success
2026-03-16 09:14:05,627.2004,2193.00,1588.60,27.04,2048,success
2026-03-16 09:14:06,627.2004,2214.00,1588.47,27.35,2048,success
2026-03-16 09:14:06,627.2004,2183.00,1588.12,27.90,2048,success
2026-03-16 09:14:07,627.2004,2223.00,1588.36,28.57,2048,success
2026-03-16 09:14:08,627.2004,2210.00,1588.78,28.51,2048,success
2026-03-16 09:14:08,627.2004,2192.00,1588.43,28.19,2048,success
2026-03-16 09:14:09,627.2004,2214.00,1588.75,28.47,2048,success
2026-03-16 09:14:09,627.2004,2197.00,1588.30,28.26,2048,success
2026-03-16 09:14:10,627.2004,2223.00,1588.66,28.19,2048,success
2026-03-16 09:14:11,627.2004,2229.00,1588.40,28.50,2048,success
2026-03-16 09:14:11,627.2004,2192.00,1588.20,27.96,2048,success
2026-03-16 09:14:12,627.2004,2220.00,1587.15,28.65,2048,success
2026-03-16 09:14:13,627.2004,2209.00,1587.83,28.45,2048,success
2026-03-16 09:14:13,627.2004,2183.00,1587.46,28.05,2048,success
2026-03-16 09:14:14,627.2004,2199.00,1587.26,28.47,2048,success
2026-03-16 09:14:14,627.2004,2210.00,1587.31,28.45,2048,success
2026-03-16 09:14:15,627.2004,2208.00,1586.64,28.01,2048,success
2026-03-16 09:14:16,627.2004,2212.00,1587.09,28.41,2048,success
2026-03-16 09:14:16,627.2004,2191.00,1587.23,27.95,2048,success
2026-03-16 09:14:17,627.2004,2182.00,1586.68,28.19,2048,success
2026-03-16 09:14:17,627.2004,2191.00,1586.42,28.18,2048,success
2026-03-16 09:14:18,627.2004,2210.00,1586.36,28.31,2048,success
2026-03-16 09:14:19,627.2004,2232.00,1586.45,28.42,2048,success
2026-03-16 09:14:19,627.2004,2209.00,1586.76,28.71,2048,success
2026-03-16 09:14:20,627.2004,2208.00,1586.47,28.16,2048,success
2026-03-16 09:14:21,627.2004,2206.00,1586.25,27.90,2048,success
2026-03-16 09:14:21,627.2004,2197.00,1586.25,27.87,2048,success
2026-03-16 09:14:22,627.2004,2207.00,1586.23,28.74,2048,success
2026-03-16 09:14:22,627.2004,2201.00,1586.26,28.11,2048,success
2026-03-16 09:14:23,627.2004,2220.00,1586.05,28.04,2048,success
2026-03-16 09:14:24,627.2004,2222.00,1586.02,28.16,2048,success
2026-03-16 09:14:24,627.2004,2231.00,1585.78,28.58,2048,success
2026-03-16 09:14:25,627.2004,2207.00,1586.43,28.04,2048,success
2026-03-16 09:14:25,627.2004,2223.00,1585.72,28.19,2048,success
2026-03-16 09:14:26,627.2004,2189.00,1585.57,28.03,2048,success
2026-03-16 09:14:27,627.2004,2216.00,1585.99,28.51,2048,success
2026-03-16 09:14:27,627.2004,2185.00,1585.50,27.60,2048,success
2026-03-16 09:14:28,627.2004,2203.00,1585.28,28.09,2048,success
2026-03-16 09:14:29,627.2004,2211.00,1585.30,28.18,2048,success
2026-03-16 09:14:29,627.2004,2226.00,1585.69,28.18,2048,success
2026-03-16 09:14:30,627.2004,2190.00,1585.26,28.06,2048,success
2026-03-16 09:14:30,627.2004,2213.00,1585.32,28.68,2048,success
2026-03-16 09:14:31,627.2004,2178.00,1584.60,27.63,2048,success
2026-03-16 09:14:32,627.2004,2210.00,1585.58,28.04,2048,success
2026-03-16 09:14:32,627.2004,2196.00,1584.89,28.07,2048,success
2026-03-16 09:14:33,627.2004,2212.00,1585.25,28.13,2048,success
2026-03-16 09:14:33,627.2004,2203.00,1584.97,28.19,2048,success
2026-03-16 09:14:34,627.2004,2200.00,1585.31,27.75,2048,success
2026-03-16 09:14:35,627.2004,2232.00,1584.64,27.62,2048,success
2026-03-16 09:14:35,627.2004,2223.00,1585.02,27.09,2048,success
2026-03-16 09:14:36,627.2004,2212.00,1584.99,27.30,2048,success
2026-03-16 09:14:37,627.2004,2200.00,1584.50,26.89,2048,success
2026-03-16 09:14:37,627.2004,2204.00,1584.74,27.14,2048,success
2026-03-16 09:14:38,627.2004,2201.00,1584.57,26.81,2048,success
2026-03-16 09:14:38,627.2004,2196.00,1583.68,27.06,2048,success
