Timestamp,peak_wavelength,max_intensity,mean_intensity,std_intensity,total_points,status
2026-01-07 13:44:19,627.2004,2205.00,1583.40,28.04,2048,success
2026-01-07 13:44:19,627.2004,2206.00,1581.60,27.98,2048,success
2026-01-07 13:44:20,627.2004,2204.00,1582.25,27.87,2048,success
2026-01-07 13:44:21,627.2004,2162.00,1581.57,27.06,2048,success
2026-01-07 13:44:21,627.2004,2227.00,1581.45,28.28,2048,success
2026-01-07 13:44:22,627.2004,2201.00,1581.18,27.67,2048,success
2026-01-07 13:44:23,627.2004,2201.00,1581.05,27.87,2048,success
2026-01-07 13:44:23,627.2004,2184.00,1580.72,25.68,2048,success
2026-01-07 13:44:24,627.2004,2216.00,1580.25,26.22,2048,success
2026-01-07 13:44:24,627.2004,2209.00,1581.05,25.81,2048,success
2026-01-07 13:44:25,627.2004,2192.00,1580.47,25.64,2048,success
2026-01-07 13:44:26,627.2004,2199.00,1580.62,26.01,2048,success
2026-01-07 13:44:26,627.2004,2192.00,1580.75,25.76,2048,success
2026-01-07 13:44:27,627.2004,2200.00,1580.48,25.77,2048,success
2026-01-07 13:44:27,627.2004,2225.00,1580.13,26.05,2048,success
2026-01-07 13:44:28,627.2004,2194.00,1579.73,25.75,2048,success
2026-01-07 13:44:29,627.2004,2190.00,1579.92,25.66,2048,success
2026-01-07 13:44:29,627.2004,2197.00,1579.95,25.90,2048,success
2026-01-07 13:44:30,627.2004,2200.00,1579.69,25.79,2048,success
2026-01-07 13:44:30,627.2004,2195.00,1579.71,25.79,2048,success
2026-01-07 13:44:31,627.2004,2197.00,1579.49,25.89,2048,success
2026-01-07 13:44:32,627.2004,2191.00,1579.83,25.37,2048,success
2026-01-07 13:44:32,627.2004,2211.00,1580.26,25.89,2048,success
2026-01-07 13:44:33,627.2004,2230.00,1579.75,25.97,2048,success
2026-01-07 13:44:34,627.2004,2190.00,1579.66,25.68,2048,success
2026-01-07 13:44:34,627.2004,2195.00,1579.33,25.65,2048,success
2026-01-07 13:44:35,627.2004,2189.00,1579.14,25.65,2048,success
2026-01-07 13:44:35,627.2004,2158.00,1579.54,25.16,2048,success
