Timestamp,time_since_start_s,charger_diffusion_current_nA,charger_high_voltage_V,electrometer1_mV,electrometer2_mV,electrometer1_amplitude_mV,electrometer2_amplitude_mV,temperature_C,relative_humidity_percent,status,precipitator_voltage_V,battery_voltage_V,flow_lpm,LDSA_um2_cm3,diameter_nm,number_1_cm3,orifice_pressure_Pa,absolute_pressure_mbar
2026-01-07 13:44:22,10496.0,1.99,3368.0,2.0,-1.19,5.903,4.76,26.0,38.0,0.0,360.0,4.2,0.5,37.7,56.9,10094.0,4700.0,1013.0
2026-01-07 13:44:23,10497.0,0.0,300.0,-0.56,1.38,5.874,4.435,26.0,38.0,0.0,359.0,4.2,0.5,37.5,56.9,10094.0,4700.0,1013.0
2026-01-07 13:44:24,10498.0,2.01,3367.0,1.75,-1.31,5.913,4.213,26.0,38.0,0.0,359.0,4.2,0.5,37.8,56.9,10094.0,4704.0,1013.0
2026-01-07 13:44:25,10499.0,0.0,297.0,-0.31,1.37,5.885,4.182,25.9,38.0,0.0,359.0,4.2,0.499,37.6,56.9,10094.0,4698.0,1013.0
2026-01-07 13:44:26,10500.0,2.0,3367.0,2.19,-1.19,5.907,4.07,25.9,38.0,0.0,360.0,4.2,0.5,37.8,56.9,10094.0,4703.0,1013.0
2026-01-07 13:44:27,10501.0,0.0,298.0,-0.5,0.12,5.956,3.562,25.9,38.0,0.0,721.0,4.2,0.5,38.1,68.1,9004.0,4703.0,1013.0
2026-01-07 13:44:28,10502.0,2.01,3365.0,2.0,-0.13,5.99,3.038,26.0,38.0,0.0,719.0,4.2,0.5,38.3,68.1,9004.0,4706.0,1013.0
2026-01-07 13:44:29,10503.0,0.0,300.0,-0.44,0.69,6.008,2.59,26.0,38.0,0.0,721.0,4.2,0.5,38.4,68.1,9004.0,4704.0,1013.0
2026-01-07 13:44:30,10504.0,2.0,3368.0,1.75,-0.25,6.0,2.161,26.0,38.0,0.0,721.0,4.2,0.5,38.4,68.1,9004.0,4711.0,1013.0
2026-01-07 13:44:31,10505.0,0.0,294.0,-0.81,0.94,5.972,2.196,25.9,38.0,0.0,720.0,4.2,0.5,38.2,68.1,9004.0,4704.0,1013.0
2026-01-07 13:44:32,10506.0,1.99,3363.0,2.0,0.06,5.906,2.236,25.9,38.0,0.0,720.0,4.2,0.5,37.8,68.1,9004.0,4699.0,1013.0
2026-01-07 13:44:33,10507.0,0.0,296.0,-0.69,0.75,5.923,1.387,25.9,38.0,0.0,1200.0,4.2,0.5,37.9,52.0,10347.0,4711.0,1013.0
2026-01-07 13:44:34,10508.0,2.0,3367.0,1.94,0.13,5.881,0.852,26.0,38.0,0.0,1200.0,4.2,0.5,37.6,52.0,10347.0,4705.0,1013.0
2026-01-07 13:44:35,10509.0,0.0,300.0,-0.44,0.44,5.887,0.46,26.0,38.0,0.0,1200.0,4.2,0.499,37.6,52.0,10347.0,4693.0,1013.0
2026-01-07 13:44:36,10510.0,2.0,3365.0,1.81,0.31,5.911,0.173,26.0,38.0,0.0,1199.0,4.18,0.5,37.8,52.0,10347.0,4703.0,1013.0
2026-01-07 13:44:37,10511.0,0.0,298.0,-0.69,0.19,5.869,0.347,26.0,38.0,0.0,1200.0,4.2,0.5,37.5,52.0,10347.0,4703.0,1013.0
2026-01-07 13:44:38,10512.0,1.99,3365.0,2.06,0.0,5.874,0.451,26.0,38.0,0.0,1198.0,4.2,0.5,37.5,52.0,10347.0,4734.0,1013.0
2026-01-07 13:44:39,10513.0,0.0,297.0,-0.25,3.56,5.844,1.185,26.0,38.0,0.0,84.0,4.2,0.5,37.4,59.0,9424.0,4709.0,1013.0
2026-01-07 13:44:40,10514.0,1.99,3364.0,2.25,-2.0,5.908,2.121,26.0,38.0,0.0,100.0,4.2,0.5,37.8,59.0,9424.0,4708.0,1013.0
2026-01-07 13:44:41,10515.0,0.0,298.0,-0.38,3.06,5.922,3.453,26.0,38.0,0.0,100.0,4.2,0.5,37.9,59.0,9424.0,4703.0,1013.0
2026-01-07 13:44:42,10516.0,1.99,3367.0,1.94,-2.31,5.914,4.624,26.0,38.0,0.0,99.0,4.18,0.5,37.8,59.0,9424.0,4701.0,1013.0
2026-01-07 13:44:43,10517.0,0.0,300.0,-0.06,2.5,5.995,4.998,26.0,38.0,0.0,100.0,4.2,0.5,38.3,59.0,9424.0,4727.0,1013.0
