Timestamp,time_since_start_s,charger_diffusion_current_nA,charger_high_voltage_V,electrometer1_mV,electrometer2_mV,electrometer1_amplitude_mV,electrometer2_amplitude_mV,temperature_C,relative_humidity_percent,status,precipitator_voltage_V,battery_voltage_V,flow_lpm,LDSA_um2_cm3,diameter_nm,number_1_cm3,orifice_pressure_Pa,absolute_pressure_mbar
2026-01-14 13:32:18,2545.0,0.0,302.0,0.75,0.81,0.857,0.052,22.9,42.0,0.0,85.0,4.2,0.5,5.4,33.4,2292.0,4706.0,1013.0
2026-01-14 13:32:19,2546.0,2.0,3389.0,0.69,-0.25,0.933,0.169,23.0,42.0,0.0,99.0,4.2,0.5,5.9,33.4,2292.0,4708.0,1013.0
2026-01-14 13:32:20,2547.0,0.0,302.0,0.69,0.87,0.966,0.411,23.0,42.0,0.0,99.0,4.2,0.498,6.1,33.4,2292.0,4679.0,1013.0
2026-01-14 13:32:21,2548.0,2.0,3389.0,0.81,0.12,0.969,0.615,23.0,42.0,0.0,98.0,4.2,0.5,6.2,33.4,2292.0,4703.0,1013.0
2026-01-14 13:32:22,2549.0,0.0,300.0,0.81,0.81,0.939,0.693,23.0,42.0,0.0,99.0,4.19,0.5,6.0,33.4,2292.0,4703.0,1013.0
2026-01-14 13:32:23,2550.0,1.99,3391.0,1.0,-0.12,0.896,0.773,23.0,42.0,0.0,99.0,4.2,0.5,5.7,33.4,2292.0,4707.0,1013.0
2026-01-14 13:32:24,2551.0,0.0,302.0,0.25,0.56,0.873,0.706,23.0,42.0,0.0,358.0,4.2,0.5,5.5,45.9,1893.0,4704.0,1013.0
2026-01-14 13:32:25,2552.0,1.98,3387.0,0.5,-0.06,0.921,0.655,23.0,42.0,0.0,359.0,4.2,0.499,5.8,45.9,1893.0,4657.0,1013.0
2026-01-14 13:32:26,2553.0,0.0,302.0,0.75,0.5,0.968,0.625,23.0,42.0,0.0,359.0,4.19,0.5,6.2,45.9,1893.0,4700.0,1013.0
2026-01-14 13:32:27,2554.0,1.99,3385.0,0.75,0.06,0.997,0.57,23.0,42.0,0.0,359.0,4.19,0.5,6.3,45.9,1893.0,4701.0,1013.0
2026-01-14 13:32:28,2555.0,0.0,302.0,0.87,0.37,0.963,0.513,23.0,42.0,0.0,359.0,4.2,0.5,6.1,45.9,1893.0,4707.0,1013.0
2026-01-14 13:32:29,2556.0,1.99,3389.0,0.81,0.06,0.902,0.511,23.0,42.0,0.0,359.0,4.2,0.5,5.7,45.9,1893.0,4704.0,1013.0
2026-01-14 13:32:30,2557.0,0.0,302.0,0.93,-0.06,0.838,0.384,23.0,42.0,0.0,720.0,4.18,0.5,5.3,42.2,1960.0,4709.0,1013.0
2026-01-14 13:32:31,2558.0,1.99,3387.0,1.12,0.37,0.8,0.314,23.0,42.0,0.0,720.0,4.2,0.5,5.1,42.2,1960.0,4707.0,1013.0
2026-01-14 13:32:32,2559.0,0.0,304.0,0.81,0.25,0.863,0.248,23.0,42.0,0.0,722.0,4.2,0.5,5.5,42.2,1960.0,4708.0,1013.0
2026-01-14 13:32:33,2560.0,1.99,3387.0,1.18,0.12,0.932,0.224,23.0,42.0,0.0,720.0,4.2,0.5,5.9,42.2,1960.0,4701.0,1013.0
2026-01-14 13:32:34,2561.0,0.0,302.0,0.44,0.25,0.949,0.222,23.0,42.0,0.0,722.0,4.2,0.5,6.0,42.2,1960.0,4711.0,1013.0
2026-01-14 13:32:35,2562.0,2.0,3388.0,1.31,0.06,0.996,0.257,23.0,42.0,0.0,720.0,4.2,0.5,6.3,42.2,1960.0,4704.0,1013.0
2026-01-14 13:32:36,2563.0,0.0,302.0,1.06,0.56,1.005,0.189,23.0,42.0,0.0,1200.0,4.2,0.5,6.4,45.3,2232.0,4704.0,1013.0
2026-01-14 13:32:37,2564.0,1.99,3388.0,1.0,0.44,0.996,0.119,23.0,42.0,0.0,1200.0,4.19,0.5,6.3,45.3,2232.0,4708.0,1013.0
2026-01-14 13:32:38,2565.0,0.0,304.0,0.81,0.31,0.985,0.097,23.0,42.0,0.0,1198.0,4.2,0.5,6.3,45.3,2232.0,4704.0,1013.0
2026-01-14 13:32:39,2566.0,1.99,3388.0,1.18,0.44,0.966,0.046,23.0,42.0,0.0,1199.0,4.2,0.5,6.1,45.3,2232.0,4702.0,1013.0
2026-01-14 13:32:40,2567.0,0.0,301.0,0.62,0.44,0.97,0.091,23.0,42.0,0.0,1200.0,4.2,0.5,6.2,45.3,2232.0,4698.0,1013.0
2026-01-14 13:32:41,2568.0,2.0,3391.0,1.18,0.5,0.978,0.091,23.0,42.0,0.0,1199.0,4.2,0.5,6.2,45.3,2232.0,4705.0,1013.0
2026-01-14 13:32:42,2569.0,0.0,302.0,0.62,1.12,1.007,0.229,23.0,42.0,0.0,87.0,4.2,0.5,6.4,45.4,2272.0,4707.0,1013.0
2026-01-14 13:32:43,2570.0,1.99,3388.0,1.0,0.06,1.001,0.351,23.0,42.0,0.0,99.0,4.2,0.5,6.4,45.4,2272.0,4698.0,1013.0
2026-01-14 13:32:44,2571.0,0.0,302.0,0.93,0.44,0.944,0.498,23.0,42.0,0.0,99.0,4.19,0.499,6.0,45.4,2272.0,4655.0,1013.0
2026-01-14 13:32:45,2572.0,1.99,3391.0,1.25,-0.19,0.876,0.617,23.0,42.0,0.0,99.0,4.2,0.5,5.6,45.4,2272.0,4701.0,1013.0
2026-01-14 13:32:46,2573.0,0.0,305.0,0.69,0.31,0.878,0.651,23.0,42.0,0.0,99.0,4.2,0.5,5.6,45.4,2272.0,4704.0,1013.0
2026-01-14 13:32:47,2574.0,1.99,3388.0,1.25,-0.06,0.872,0.694,23.0,42.0,0.0,99.0,4.2,0.5,5.5,45.4,2272.0,4705.0,1013.0
2026-01-14 13:32:48,2575.0,0.0,297.0,0.69,0.56,0.892,0.644,23.0,42.0,0.0,358.0,4.19,0.5,5.7,37.3,2277.0,4707.0,1013.0
2026-01-14 13:32:49,2576.0,1.99,3387.0,1.0,0.44,0.935,0.611,23.0,42.0,0.0,359.0,4.2,0.5,5.9,37.3,2277.0,4709.0,1013.0
2026-01-14 13:32:50,2577.0,0.0,304.0,0.62,0.19,0.93,0.538,23.0,42.0,0.0,359.0,4.2,0.5,5.9,37.3,2277.0,4708.0,1013.0
2026-01-14 13:32:51,2578.0,1.98,3387.0,1.12,-0.19,0.949,0.479,23.0,42.0,0.0,358.0,4.2,0.5,6.0,37.3,2277.0,4700.0,1013.0
2026-01-14 13:32:52,2579.0,0.0,304.0,1.06,0.62,0.965,0.506,23.0,42.0,0.0,359.0,4.2,0.5,6.1,37.3,2277.0,4699.0,1013.0
2026-01-14 13:32:53,2580.0,2.0,3385.0,0.87,0.12,0.968,0.514,23.0,42.0,0.0,359.0,4.19,0.5,6.1,37.3,2277.0,4704.0,1013.0
2026-01-14 13:32:54,2581.0,0.0,301.0,0.87,0.25,0.926,0.483,23.0,42.0,0.0,720.0,4.2,0.5,5.9,34.3,2490.0,4705.0,1013.0
2026-01-14 13:32:55,2582.0,2.01,3388.0,0.81,0.5,0.913,0.432,23.0,42.0,0.0,720.0,4.2,0.5,5.8,34.3,2490.0,4703.0,1013.0
2026-01-14 13:32:56,2583.0,0.0,297.0,0.44,0.19,0.914,0.387,23.0,42.0,0.0,719.0,4.2,0.5,5.8,34.3,2490.0,4700.0,1013.0
2026-01-14 13:32:57,2584.0,2.01,3388.0,1.0,0.31,0.891,0.293,23.0,42.0,0.0,720.0,4.2,0.5,5.7,34.3,2490.0,4703.0,1013.0
2026-01-14 13:32:58,2585.0,0.0,302.0,0.56,0.56,0.884,0.293,23.0,42.0,0.0,718.0,4.18,0.5,5.6,34.3,2490.0,4707.0,1013.0
2026-01-14 13:32:59,2586.0,2.0,3385.0,1.0,0.5,0.908,0.308,23.0,42.0,0.0,721.0,4.2,0.5,5.8,34.3,2490.0,4699.0,1013.0
2026-01-14 13:33:00,2587.0,0.0,304.0,0.44,-0.19,0.891,0.188,23.0,42.0,0.0,1200.0,4.2,0.5,5.7,31.5,2448.0,4709.0,1013.0
2026-01-14 13:33:01,2588.0,2.01,3387.0,0.87,0.5,0.901,0.158,23.0,42.0,0.0,1200.0,4.2,0.5,5.7,31.5,2448.0,4708.0,1013.0
2026-01-14 13:33:02,2589.0,0.0,301.0,0.87,0.62,0.929,0.067,23.0,42.0,0.0,1200.0,4.2,0.5,5.9,31.5,2448.0,4704.0,1013.0
2026-01-14 13:33:03,2590.0,2.01,3387.0,0.75,-0.19,0.903,0.058,23.0,42.0,0.0,1199.0,4.2,0.5,5.7,31.5,2448.0,4706.0,1013.0
2026-01-14 13:33:04,2591.0,0.0,301.0,0.69,0.44,0.912,0.052,23.0,42.0,0.0,1199.0,4.19,0.5,5.8,31.5,2448.0,4702.0,1013.0
2026-01-14 13:33:05,2592.0,1.99,3389.0,1.06,0.25,0.909,0.054,23.0,42.0,0.0,1200.0,4.2,0.5,5.8,31.5,2448.0,4706.0,1013.0
2026-01-14 13:33:06,2593.0,0.0,302.0,0.06,1.25,0.952,0.211,23.0,42.0,0.0,85.0,4.2,0.5,6.0,30.1,2831.0,4699.0,1013.0
2026-01-14 13:33:07,2594.0,1.99,3388.0,1.12,0.19,0.984,0.356,23.0,42.0,0.0,99.0,4.2,0.5,6.2,30.1,2831.0,4710.0,1013.0
2026-01-14 13:33:08,2595.0,0.0,305.0,0.69,0.62,0.99,0.556,23.0,42.0,0.0,99.0,4.19,0.5,6.3,30.1,2831.0,4699.0,1013.0
2026-01-14 13:33:09,2596.0,2.01,3389.0,1.25,0.06,1.024,0.715,23.0,42.0,0.0,97.0,4.2,0.5,6.5,30.1,2831.0,4704.0,1013.0
