merge_timestamp,imet_Timestamp,imet_pressure,imet_temp,imet_rel_hum,imet_hum_temp,imet_date,imet_time,imet_longitude,imet_latitude,imet_altitude,imet_sat,pom_Timestamp,pom_Ozone_ppb,pom_Cell_Temperature_K,pom_Cell_Pressure_torr,pom_Photodiode_Voltage_V,pom_Power_Supply_V,pom_Latitude,pom_Longitude,pom_Altitude_m,pom_GPS_Quality,pom_Date,pom_Time,trisonica_Timestamp,trisonica_Wind_Speed,trisonica_Wind_Direction,trisonica_U_Vector,trisonica_V_Vector,trisonica_W_Vector,trisonica_Temperature,trisonica_Relative_Humidity,trisonica_Pressure,trisonica_Compass_Heading,trisonica_Pitch,trisonica_Roll,spectro_Timestamp,spectro_peak_wavelength,spectro_max_intensity,spectro_total_points,spectro_status,partector2pro_Timestamp,partector2pro_time_since_start_s,partector2pro_charger_diffusion_current_nA,partector2pro_charger_high_voltage_V,partector2pro_electrometer1_mV,partector2pro_electrometer2_mV,partector2pro_electrometer1_amplitude_mV,partector2pro_electrometer2_amplitude_mV,partector2pro_temperature_C,partector2pro_relative_humidity_percent,partector2pro_status,partector2pro_precipitator_voltage_V,partector2pro_battery_voltage_V,partector2pro_flow_lpm,partector2pro_LDSA_um2_cm3,partector2pro_diameter_nm,partector2pro_number_1_cm3,partector2pro_orifice_pressure_Pa,partector2pro_absolute_pressure_mbar
2026-01-07 16:48:29,2026-01-07 16:48:29,1012.91,+2315,4.46,+2431,2015/10/18,05:53:24,+0000000000,+0000000000,-00017000,00,,,,,,,,,,,,,2026-01-07 16:48:29,00.08,074,-00.07,-00.02,00.03,23.68,43.34,1012.09,-177.5,-179.2,357,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-07 16:48:30,2026-01-07 16:48:30,1012.9,+2321,4.46,+2428,2015/10/18,05:53:25,+0000000000,+0000000000,-00017000,00,,,,,,,,,,,,,2026-01-07 16:48:30,00.10,081,-00.09,-00.01,00.04,23.69,43.34,1012.13,-177.5,-179.2,357,,,,,,2026-01-07 16:48:29,21543.0,0.0,298.0,-0.31,0.62,4.658,2.366,25.7,45.0,0.0,719.0,4.2,0.5,29.8,83.5,5777.0,4707.0,1013.0
2026-01-07 16:48:31,2026-01-07 16:48:31,1012.91,+2318,4.46,+2431,2015/10/18,05:53:26,+0000000000,+0000000000,-00017000,00,,,,,,,,,,,,,2026-01-07 16:48:31,00.08,075,-00.07,-00.02,00.03,23.71,43.33,1012.08,-177.5,-179.2,355,,,,,,2026-01-07 16:48:30,21544.0,2.0,3373.0,2.12,0.0,4.641,2.034,25.7,45.0,0.0,720.0,4.2,0.499,29.7,83.5,5777.0,4701.0,1013.0
2026-01-07 16:48:32,2026-01-07 16:48:32,1012.91,+2318,4.46,+2430,2015/10/18,05:53:27,+0000000000,+0000000000,-00017000,00,,,,,,,,,,,,,2026-01-07 16:48:32,00.06,093,-00.05,00.00,00.04,23.75,43.37,1012.11,-177.5,-179.2,358,,,,,,2026-01-07 16:48:31,21545.0,0.0,300.0,-0.5,0.94,4.669,2.084,25.6,45.0,0.0,718.0,4.2,0.5,29.8,83.5,5777.0,4704.0,1013.0
2026-01-07 16:48:33,2026-01-07 16:48:33,1012.94,+2322,4.46,+2431,2015/10/18,05:53:28,+0000000000,+0000000000,-00017000,00,,,,,,,,,,,,,2026-01-07 16:48:33,00.06,098,-00.05,00.01,00.02,23.73,43.33,1012.11,-177.5,-179.2,354,,,,,,2026-01-07 16:48:32,21546.0,2.0,3372.0,2.31,0.12,4.628,2.043,25.6,45.0,0.0,719.0,4.19,0.5,29.6,83.5,5777.0,4705.0,1013.0
2026-01-07 16:48:34,2026-01-07 16:48:34,1012.94,+2319,4.46,+2430,2015/10/18,05:53:29,+0000000000,+0000000000,-00017000,00,,,,,,,,,,,,,2026-01-07 16:48:34,00.05,096,-00.04,00.00,00.03,23.69,43.37,1012.09,-177.5,-179.2,357,,,,,,2026-01-07 16:48:33,21547.0,0.0,301.0,-0.25,0.75,4.667,1.49,25.6,45.0,0.0,1200.0,4.19,0.5,29.8,86.2,5489.0,4706.0,1013.0
2026-01-07 16:48:35,2026-01-07 16:48:35,1012.93,+2319,4.46,+2430,2015/10/18,05:53:30,+0000000000,+0000000000,-00017000,00,,,,,,,,,,,,,2026-01-07 16:48:35,00.03,045,-00.02,-00.02,00.02,23.67,43.33,1012.10,-177.5,-179.3,356,,,,,,2026-01-07 16:48:34,21548.0,1.99,3372.0,1.87,0.0,4.744,1.003,25.7,45.0,0.0,1199.0,4.2,0.5,30.3,86.2,5489.0,4703.0,1013.0
2026-01-07 16:48:36,2026-01-07 16:48:36,1012.91,+2321,4.46,+2431,2015/10/18,05:53:31,+0000000000,+0000000000,-00017000,00,,,,,,,,,,,,,2026-01-07 16:48:36,00.03,092,-00.02,00.00,00.02,23.68,43.30,1012.14,-177.5,-179.2,355,,,,,,2026-01-07 16:48:35,21549.0,0.0,296.0,-0.44,0.19,4.715,0.62,25.7,45.0,0.0,1198.0,4.2,0.5,30.1,86.2,5489.0,4703.0,1013.0
2026-01-07 16:48:37,2026-01-07 16:48:37,1012.93,+2318,4.46,+2430,2015/10/18,05:53:32,+0000000000,+0000000000,-00017000,00,2026-01-07 16:48:37,14.3,309.8,744.9,1.4743,12.2,0000.00000,00000.00000,0.0,0,07/01/26,16:54:08,2026-01-07 16:48:37,00.06,063,-00.04,-00.02,00.04,23.71,43.31,1012.09,-177.5,-179.1,355,,,,,,2026-01-07 16:48:36,21550.0,2.0,3373.0,1.31,0.5,4.706,0.306,25.7,45.0,0.0,1198.0,4.2,0.5,30.1,86.2,5489.0,4710.0,1013.0
2026-01-07 16:48:38,2026-01-07 16:48:38,1012.91,+2322,4.46,+2430,2015/10/18,05:53:33,+0000000000,+0000000000,-00017000,00,,,,,,,,,,,,,2026-01-07 16:48:38,00.06,098,-00.04,00.01,00.04,23.78,43.33,1012.07,-177.5,-179.2,357,,,,,,2026-01-07 16:48:37,21551.0,0.0,298.0,-0.5,0.31,4.661,0.436,25.7,45.0,0.0,1200.0,4.2,0.5,29.8,86.2,5489.0,4702.0,1013.0
