merge_timestamp,trisonica_Timestamp,trisonica_Wind_Speed,trisonica_Wind_Direction,trisonica_U_Vector,trisonica_V_Vector,trisonica_W_Vector,trisonica_Temperature,trisonica_Relative_Humidity,trisonica_Pressure,trisonica_Compass_Heading,trisonica_Pitch,trisonica_Roll
2026-01-08 10:21:26,2026-01-08 10:21:26,00.04,074,-00.04,-00.01,00.01,23.15,39.33,1009.74,-179.1,179.3,299
2026-01-08 10:21:27,2026-01-08 10:21:27,00.06,085,-00.05,-00.00,00.02,23.14,39.32,1009.75,-179.1,179.3,299
2026-01-08 10:21:28,2026-01-08 10:21:28,00.06,088,-00.06,-00.00,00.03,23.12,39.33,1009.73,-179.1,179.3,299
2026-01-08 10:21:29,2026-01-08 10:21:29,00.07,093,-00.06,00.00,00.03,23.18,39.32,1009.73,-179.1,179.3,301
2026-01-08 10:21:30,2026-01-08 10:21:30,00.07,088,-00.06,-00.00,00.03,23.23,39.34,1009.76,-179.1,179.3,300
2026-01-08 10:21:31,2026-01-08 10:21:31,00.05,079,-00.05,-00.01,00.01,23.18,39.29,1009.76,-179.1,179.3,300
2026-01-08 10:21:32,2026-01-08 10:21:32,00.08,066,-00.07,-00.03,00.03,23.10,39.32,1009.77,-179.1,179.3,301
2026-01-08 10:21:33,2026-01-08 10:21:33,00.07,078,-00.06,-00.01,00.03,23.12,39.31,1009.77,-179.1,179.3,303
2026-01-08 10:21:34,2026-01-08 10:21:34,00.08,083,-00.07,-00.01,00.04,23.12,39.33,1009.78,-179.1,179.3,303
2026-01-08 10:21:35,2026-01-08 10:21:35,00.07,069,-00.06,-00.02,00.03,23.16,39.33,1009.73,-179.1,179.3,301
2026-01-08 10:21:36,2026-01-08 10:21:36,00.06,084,-00.05,-00.01,00.03,23.12,39.33,1009.74,-179.1,179.3,299
2026-01-08 10:21:37,2026-01-08 10:21:37,00.07,071,-00.06,-00.02,00.03,23.05,39.33,1009.76,-179.1,179.3,301
2026-01-08 10:21:38,2026-01-08 10:21:38,00.08,088,-00.07,-00.00,00.03,23.05,39.35,1009.75,-179.1,179.3,300
2026-01-08 10:21:39,2026-01-08 10:21:39,00.05,067,-00.04,-00.02,00.03,23.08,39.32,1009.75,-179.1,179.3,300
2026-01-08 10:21:40,2026-01-08 10:21:40,00.08,090,-00.07,-00.00,00.03,23.08,39.31,1009.72,-179.1,179.3,301
2026-01-08 10:21:41,2026-01-08 10:21:41,00.06,098,-00.05,00.01,00.02,23.07,39.32,1009.77,-179.1,179.3,300
2026-01-08 10:21:42,2026-01-08 10:21:42,00.06,077,-00.06,-00.01,00.03,23.10,39.32,1009.74,-179.1,179.3,300
2026-01-08 10:21:43,2026-01-08 10:21:43,00.07,078,-00.06,-00.01,00.04,23.08,39.31,1009.74,-179.1,179.3,302
2026-01-08 10:21:44,2026-01-08 10:21:44,00.05,078,-00.05,-00.01,00.02,23.11,39.32,1009.75,-179.1,179.3,299
2026-01-08 10:21:45,2026-01-08 10:21:45,00.06,079,-00.05,-00.01,00.03,23.10,39.28,1009.74,-179.1,179.3,302
2026-01-08 10:21:46,2026-01-08 10:21:46,00.07,081,-00.06,-00.01,00.03,23.12,39.30,1009.74,-179.1,179.3,299
2026-01-08 10:21:47,2026-01-08 10:21:47,00.05,090,-00.05,-00.00,00.03,23.10,39.30,1009.76,-179.1,179.3,304
2026-01-08 10:21:48,2026-01-08 10:21:48,00.06,085,-00.06,-00.01,00.02,23.09,39.31,1009.74,-179.1,179.3,302
2026-01-08 10:21:49,2026-01-08 10:21:49,00.05,100,-00.05,00.01,00.02,23.10,39.28,1009.75,-179.1,179.3,300
2026-01-08 10:21:50,2026-01-08 10:21:50,00.06,077,-00.05,-00.01,00.03,23.09,39.31,1009.75,-179.1,179.3,298
2026-01-08 10:21:51,2026-01-08 10:21:51,00.05,079,-00.03,-00.01,00.04,23.11,39.30,1009.76,-179.1,179.3,301
2026-01-08 10:21:52,2026-01-08 10:21:52,00.05,084,-00.04,-00.00,00.03,23.10,39.27,1009.74,-179.1,179.3,300
2026-01-08 10:21:53,2026-01-08 10:21:53,00.04,102,-00.03,00.01,00.02,23.13,39.28,1009.77,-179.1,179.3,298
2026-01-08 10:21:54,2026-01-08 10:21:54,00.05,093,-00.05,00.00,00.02,23.17,39.30,1009.75,-179.1,179.3,305
2026-01-08 10:21:55,2026-01-08 10:21:55,00.05,106,-00.04,00.01,00.02,23.15,39.28,1009.74,-179.1,179.4,298
2026-01-08 10:21:56,2026-01-08 10:21:56,00.06,098,-00.05,00.01,00.03,23.14,39.31,1009.75,-179.1,179.3,300
2026-01-08 10:21:57,2026-01-08 10:21:57,00.05,076,-00.05,-00.01,00.02,23.13,39.23,1009.74,-179.1,179.3,298
2026-01-08 10:21:58,2026-01-08 10:21:58,00.06,082,-00.05,-00.01,00.03,23.11,39.27,1009.76,-179.1,179.4,304
2026-01-08 10:21:59,2026-01-08 10:21:59,00.06,073,-00.05,-00.02,00.03,23.10,39.30,1009.76,-179.1,179.3,301
2026-01-08 10:22:00,2026-01-08 10:22:00,00.07,095,-00.06,00.00,00.03,23.08,39.27,1009.76,-179.1,179.3,303
2026-01-08 10:22:01,2026-01-08 10:22:01,00.06,093,-00.06,00.00,00.02,23.09,39.27,1009.74,-179.1,179.4,299
2026-01-08 10:22:02,2026-01-08 10:22:02,00.06,055,-00.05,-00.03,00.02,23.09,39.30,1009.74,-179.1,179.3,301
2026-01-08 10:22:03,2026-01-08 10:22:03,00.07,087,-00.06,-00.00,00.03,23.07,39.26,1009.73,-179.1,179.3,296
2026-01-08 10:22:04,2026-01-08 10:22:04,00.06,081,-00.06,-00.01,00.02,23.07,39.26,1009.75,-179.1,179.3,297
2026-01-08 10:22:05,2026-01-08 10:22:05,00.07,083,-00.07,-00.01,00.03,23.06,39.29,1009.77,-179.1,179.3,300
2026-01-08 10:22:06,2026-01-08 10:22:06,00.05,100,-00.05,00.01,00.02,23.09,39.23,1009.75,-179.1,179.3,300
2026-01-08 10:22:07,2026-01-08 10:22:07,00.06,070,-00.05,-00.02,00.03,23.11,39.23,1009.77,-179.1,179.3,298
2026-01-08 10:22:08,2026-01-08 10:22:08,00.05,053,-00.04,-00.03,00.01,23.13,39.26,1009.76,-179.1,179.3,299
2026-01-08 10:22:09,2026-01-08 10:22:09,00.05,087,-00.05,-00.00,00.01,23.14,39.27,1009.75,-179.1,179.3,301
2026-01-08 10:22:10,2026-01-08 10:22:10,00.06,103,-00.06,00.01,00.02,23.13,39.21,1009.77,-179.1,179.3,299
2026-01-08 10:22:11,2026-01-08 10:22:11,00.06,108,-00.05,00.01,00.03,23.14,39.26,1009.76,-179.1,179.3,299
2026-01-08 10:22:12,2026-01-08 10:22:12,00.07,085,-00.06,-00.01,00.04,23.12,39.23,1009.77,-179.1,179.3,303
2026-01-08 10:22:13,2026-01-08 10:22:13,00.07,070,-00.06,-00.02,00.03,23.14,39.25,1009.76,-179.1,179.3,302
2026-01-08 10:22:14,2026-01-08 10:22:14,00.07,095,-00.06,00.00,00.04,23.15,39.26,1009.79,-179.1,179.3,296
2026-01-08 10:22:15,2026-01-08 10:22:15,00.10,079,-00.08,-00.02,00.04,23.14,39.23,1009.74,-179.1,179.3,297
2026-01-08 10:22:16,2026-01-08 10:22:16,00.07,090,-00.06,-00.00,00.02,23.17,39.26,1009.79,-179.1,179.3,303
2026-01-08 10:22:17,2026-01-08 10:22:17,00.03,066,-00.03,-00.01,00.01,23.15,39.26,1009.78,-179.1,179.3,301
2026-01-08 10:22:18,2026-01-08 10:22:18,00.04,073,-00.04,-00.01,00.02,23.14,39.26,1009.76,-179.1,179.3,298
2026-01-08 10:22:19,2026-01-08 10:22:19,00.06,079,-00.06,-00.01,00.02,23.16,39.26,1009.75,-179.1,179.3,302
2026-01-08 10:22:20,2026-01-08 10:22:20,00.05,081,-00.05,-00.01,00.02,23.15,39.25,1009.77,-179.1,179.3,302
2026-01-08 10:22:21,2026-01-08 10:22:21,00.07,083,-00.07,-00.01,00.02,23.13,39.25,1009.76,-179.1,179.4,299
2026-01-08 10:22:22,2026-01-08 10:22:22,00.06,079,-00.05,-00.01,00.04,23.14,39.23,1009.74,-179.1,179.3,302
2026-01-08 10:22:23,2026-01-08 10:22:23,00.06,085,-00.05,-00.00,00.04,23.15,39.24,1009.76,-179.1,179.4,298
2026-01-08 10:22:24,2026-01-08 10:22:24,00.08,065,-00.06,-00.03,00.03,23.16,39.22,1009.76,-179.1,179.4,299
2026-01-08 10:22:25,2026-01-08 10:22:25,00.07,079,-00.07,-00.01,00.03,23.15,39.25,1009.76,-179.1,179.3,299
2026-01-08 10:22:26,2026-01-08 10:22:26,00.04,082,-00.04,-00.01,00.01,23.14,39.26,1009.80,-179.1,179.4,298
2026-01-08 10:22:27,2026-01-08 10:22:27,00.06,086,-00.06,-00.00,00.03,23.16,39.26,1009.75,-179.1,179.3,301
2026-01-08 10:22:28,2026-01-08 10:22:28,00.06,100,-00.06,00.01,00.03,23.15,39.23,1009.76,-179.1,179.3,304
2026-01-08 10:22:29,2026-01-08 10:22:29,00.06,085,-00.05,-00.00,00.03,23.18,39.22,1009.76,-179.1,179.4,300
2026-01-08 10:22:30,2026-01-08 10:22:30,00.09,079,-00.08,-00.02,00.02,23.21,39.24,1009.76,-179.1,179.3,301
2026-01-08 10:22:31,2026-01-08 10:22:31,00.08,095,-00.06,00.01,00.04,23.26,39.25,1009.77,-179.1,179.3,298
2026-01-08 10:22:32,2026-01-08 10:22:32,00.07,083,-00.06,-00.01,00.03,23.28,39.24,1009.77,-179.1,179.3,302
2026-01-08 10:22:33,2026-01-08 10:22:33,00.07,081,-00.06,-00.01,00.02,23.30,39.21,1009.76,-179.1,179.3,301
2026-01-08 10:22:34,2026-01-08 10:22:34,00.07,079,-00.06,-00.01,00.03,23.31,39.22,1009.78,-179.1,179.3,303
2026-01-08 10:22:35,2026-01-08 10:22:35,00.07,079,-00.06,-00.01,00.04,23.27,39.21,1009.77,-179.1,179.3,299
2026-01-08 10:22:36,2026-01-08 10:22:36,00.06,077,-00.06,-00.01,00.02,23.25,39.27,1009.78,-179.1,179.3,305
2026-01-08 10:22:37,2026-01-08 10:22:37,00.06,082,-00.06,-00.01,00.03,23.21,39.19,1009.77,-179.1,179.3,301
2026-01-08 10:22:38,2026-01-08 10:22:38,00.06,081,-00.05,-00.01,00.04,23.18,39.24,1009.75,-179.1,179.3,300
2026-01-08 10:22:39,2026-01-08 10:22:39,00.04,078,-00.04,-00.01,00.02,23.16,39.17,1009.77,-179.1,179.3,300
2026-01-08 10:22:40,2026-01-08 10:22:40,00.05,085,-00.05,-00.00,00.03,23.16,39.21,1009.78,-179.1,179.3,300
2026-01-08 10:22:41,2026-01-08 10:22:41,00.06,102,-00.04,00.01,00.04,23.18,39.21,1009.76,-179.1,179.3,301
2026-01-08 10:22:42,2026-01-08 10:22:42,00.03,082,-00.03,-00.00,00.02,23.15,39.20,1009.82,-179.1,179.3,303
2026-01-08 10:22:43,2026-01-08 10:22:43,00.06,068,-00.04,-00.02,00.04,23.17,39.17,1009.79,-179.1,179.3,300
2026-01-08 10:22:44,2026-01-08 10:22:44,00.06,095,-00.05,00.00,00.04,23.16,39.19,1009.82,-179.1,179.3,300
2026-01-08 10:22:45,2026-01-08 10:22:45,00.05,072,-00.04,-00.01,00.03,23.14,39.21,1009.77,-179.1,179.3,299
2026-01-08 10:22:46,2026-01-08 10:22:46,00.06,079,-00.04,-00.01,00.04,23.13,39.19,1009.80,-179.1,179.3,303
2026-01-08 10:22:47,2026-01-08 10:22:47,00.03,082,-00.03,-00.00,00.00,23.11,39.20,1009.78,-179.1,179.3,301
2026-01-08 10:22:48,2026-01-08 10:22:48,00.05,068,-00.04,-00.02,00.02,23.12,39.21,1009.80,-179.1,179.3,303
2026-01-08 10:22:49,2026-01-08 10:22:49,00.05,080,-00.04,-00.01,00.03,23.14,39.20,1009.79,-179.1,179.3,300
2026-01-08 10:22:50,2026-01-08 10:22:50,00.06,060,-00.04,-00.02,00.03,23.13,39.22,1009.77,-179.1,179.3,301
2026-01-08 10:22:51,2026-01-08 10:22:51,00.04,052,-00.02,-00.02,00.03,23.14,39.19,1009.74,-179.1,179.3,304
2026-01-08 10:22:52,2026-01-08 10:22:52,00.05,090,-00.04,-00.00,00.02,23.14,39.19,1009.79,-179.1,179.3,303
2026-01-08 10:22:53,2026-01-08 10:22:53,00.06,057,-00.04,-00.03,00.03,23.14,39.15,1009.78,-179.1,179.3,301
2026-01-08 10:22:54,2026-01-08 10:22:54,00.04,089,-00.04,-00.00,00.02,23.14,39.16,1009.78,-179.1,179.4,300
2026-01-08 10:22:55,2026-01-08 10:22:55,00.05,085,-00.04,-00.00,00.03,23.16,39.16,1009.80,-179.1,179.4,302
2026-01-08 10:22:56,2026-01-08 10:22:56,00.05,064,-00.04,-00.02,00.03,23.18,39.23,1009.79,-179.1,179.3,302
2026-01-08 10:22:57,2026-01-08 10:22:57,00.06,085,-00.05,-00.00,00.03,23.19,39.19,1009.80,-179.1,179.3,297
2026-01-08 10:22:58,2026-01-08 10:22:58,00.04,079,-00.03,-00.01,00.02,23.22,39.19,1009.82,-179.1,179.3,300
2026-01-08 10:22:59,2026-01-08 10:22:59,00.05,085,-00.04,-00.00,00.02,23.21,39.17,1009.76,-179.1,179.3,300
2026-01-08 10:23:00,2026-01-08 10:23:00,00.06,068,-00.05,-00.02,00.02,23.19,39.14,1009.80,-179.1,179.4,298
2026-01-08 10:23:01,2026-01-08 10:23:01,00.07,091,-00.07,00.00,00.03,23.19,39.20,1009.77,-179.1,179.3,303
2026-01-08 10:23:02,2026-01-08 10:23:02,00.06,077,-00.05,-00.01,00.02,23.16,39.17,1009.77,-179.1,179.3,297
2026-01-08 10:23:03,2026-01-08 10:23:03,00.07,082,-00.06,-00.01,00.04,23.13,39.24,1009.76,-179.1,179.3,300
2026-01-08 10:23:04,2026-01-08 10:23:04,00.05,115,-00.04,00.02,00.03,23.14,39.16,1009.79,-179.1,179.3,300
2026-01-08 10:23:05,2026-01-08 10:23:05,00.10,082,-00.09,-00.01,00.03,23.15,39.13,1009.78,-179.1,179.3,300
2026-01-08 10:23:06,2026-01-08 10:23:06,00.07,055,-00.04,-00.03,00.04,23.17,39.14,1009.77,-179.1,179.3,300
2026-01-08 10:23:07,2026-01-08 10:23:07,00.06,105,-00.05,00.01,00.03,23.18,39.12,1009.80,-179.1,179.3,300
2026-01-08 10:23:08,2026-01-08 10:23:08,00.05,082,-00.05,-00.01,00.02,23.18,39.15,1009.79,-179.1,179.4,304
2026-01-08 10:23:09,2026-01-08 10:23:09,00.05,068,-00.03,-00.01,00.03,23.18,39.16,1009.76,-179.1,179.3,298
2026-01-08 10:23:10,2026-01-08 10:23:10,00.05,079,-00.04,-00.01,00.02,23.18,39.11,1009.79,-179.1,179.3,300
2026-01-08 10:23:11,2026-01-08 10:23:11,00.04,113,-00.02,00.01,00.03,23.17,39.15,1009.80,-179.1,179.3,300
2026-01-08 10:23:12,2026-01-08 10:23:12,00.05,074,-00.03,-00.01,00.04,23.18,39.12,1009.79,-179.1,179.3,300
2026-01-08 10:23:13,2026-01-08 10:23:13,00.05,063,-00.04,-00.02,00.03,23.19,39.15,1009.78,-179.1,179.3,297
2026-01-08 10:23:14,2026-01-08 10:23:14,00.07,067,-00.05,-00.02,00.04,23.18,39.14,1009.76,-179.1,179.3,295
2026-01-08 10:23:15,2026-01-08 10:23:15,00.06,073,-00.05,-00.01,00.04,23.17,39.16,1009.80,-179.1,179.3,302
2026-01-08 10:23:16,2026-01-08 10:23:16,00.06,089,-00.05,-00.00,00.03,23.14,39.12,1009.79,-179.1,179.4,301
2026-01-08 10:23:17,2026-01-08 10:23:17,00.05,061,-00.04,-00.02,00.02,23.13,39.15,1009.77,-179.1,179.3,301
2026-01-08 10:23:18,2026-01-08 10:23:18,00.04,099,-00.04,00.01,00.01,23.12,39.15,1009.80,-179.1,179.3,300
2026-01-08 10:23:19,2026-01-08 10:23:19,00.06,086,-00.06,-00.00,00.02,23.10,39.15,1009.79,-179.1,179.4,299
2026-01-08 10:23:20,2026-01-08 10:23:20,00.07,075,-00.06,-00.02,00.04,23.11,39.12,1009.78,-179.1,179.3,299
2026-01-08 10:23:21,2026-01-08 10:23:21,00.07,085,-00.06,-00.00,00.04,23.10,39.12,1009.78,-179.1,179.3,299
2026-01-08 10:23:22,2026-01-08 10:23:22,00.04,059,-00.02,-00.01,00.03,23.11,39.12,1009.79,-179.1,179.3,298
2026-01-08 10:23:23,2026-01-08 10:23:23,00.06,095,-00.06,00.01,00.02,23.10,39.09,1009.81,-179.1,179.3,298
2026-01-08 10:23:24,2026-01-08 10:23:24,00.05,095,-00.05,00.00,00.02,23.08,39.12,1009.81,-179.1,179.3,301
2026-01-08 10:23:25,2026-01-08 10:23:25,00.06,073,-00.05,-00.01,00.03,23.07,39.12,1009.80,-179.1,179.3,299
2026-01-08 10:23:26,2026-01-08 10:23:26,00.05,073,-00.04,-00.01,00.02,23.12,39.14,1009.80,-179.1,179.3,300
2026-01-08 10:23:27,2026-01-08 10:23:27,00.04,066,-00.03,-00.01,00.02,23.15,39.11,1009.79,-179.1,179.4,299
2026-01-08 10:23:28,2026-01-08 10:23:28,00.07,077,-00.06,-00.01,00.02,23.20,39.13,1009.79,-179.1,179.3,300
2026-01-08 10:23:29,2026-01-08 10:23:29,00.06,099,-00.05,00.01,00.02,23.28,39.10,1009.81,-179.1,179.3,299
2026-01-08 10:23:30,2026-01-08 10:23:30,00.05,073,-00.05,-00.02,00.02,23.37,39.08,1009.82,-179.1,179.3,299
2026-01-08 10:23:31,2026-01-08 10:23:31,00.06,091,-00.04,00.00,00.05,23.37,39.09,1009.77,-179.1,179.3,301
2026-01-08 10:23:32,2026-01-08 10:23:32,00.07,076,-00.06,-00.01,00.03,23.32,39.15,1009.78,-179.1,179.3,300
2026-01-08 10:23:33,2026-01-08 10:23:33,00.06,093,-00.05,00.00,00.03,23.23,39.09,1009.81,-179.1,179.4,301
2026-01-08 10:23:34,2026-01-08 10:23:34,00.07,078,-00.06,-00.01,00.04,23.21,39.11,1009.85,-179.1,179.3,301
2026-01-08 10:23:35,2026-01-08 10:23:35,00.08,059,-00.06,-00.04,00.03,23.15,39.09,1009.80,-179.1,179.3,302
2026-01-08 10:23:36,2026-01-08 10:23:36,00.08,082,-00.07,-00.01,00.04,23.11,39.10,1009.78,-179.1,179.3,300
2026-01-08 10:23:37,2026-01-08 10:23:37,00.06,091,-00.05,00.00,00.03,23.15,39.13,1009.82,-179.1,179.3,299
2026-01-08 10:23:38,2026-01-08 10:23:38,00.07,094,-00.06,00.00,00.03,23.13,39.11,1009.80,-179.1,179.3,298
2026-01-08 10:23:39,2026-01-08 10:23:39,00.07,090,-00.06,00.00,00.03,23.14,39.11,1009.80,-179.1,179.3,297
2026-01-08 10:23:40,2026-01-08 10:23:40,00.08,082,-00.07,-00.01,00.03,23.16,39.07,1009.76,-179.1,179.3,299
2026-01-08 10:23:41,2026-01-08 10:23:41,00.07,086,-00.07,-00.00,00.02,23.17,39.13,1009.82,-179.1,179.3,298
2026-01-08 10:23:42,2026-01-08 10:23:42,00.08,085,-00.08,-00.01,00.01,23.15,39.10,1009.78,-179.1,179.3,299
2026-01-08 10:23:43,2026-01-08 10:23:43,00.07,080,-00.06,-00.01,00.03,23.19,39.11,1009.77,-179.1,179.3,300
2026-01-08 10:23:44,2026-01-08 10:23:44,00.04,103,-00.03,00.01,00.01,23.21,39.10,1009.79,-179.1,179.3,299
2026-01-08 10:23:45,2026-01-08 10:23:45,00.07,082,-00.06,-00.01,00.04,23.23,39.07,1009.80,-179.1,179.3,299
2026-01-08 10:23:46,2026-01-08 10:23:46,00.06,084,-00.05,-00.01,00.03,23.18,39.11,1009.79,-179.1,179.3,299
2026-01-08 10:23:47,2026-01-08 10:23:47,00.08,079,-00.07,-00.01,00.03,23.14,39.13,1009.80,-179.1,179.2,301
2026-01-08 10:23:48,2026-01-08 10:23:48,00.08,089,-00.07,-00.00,00.04,23.12,39.13,1009.81,-179.1,179.3,299
2026-01-08 10:23:49,2026-01-08 10:23:49,00.10,078,-00.09,-00.02,00.04,23.10,39.08,1009.82,-179.1,179.3,302
2026-01-08 10:23:50,2026-01-08 10:23:50,00.06,089,-00.06,-00.00,00.02,23.10,39.09,1009.80,-179.1,179.3,297
2026-01-08 10:23:51,2026-01-08 10:23:51,00.07,080,-00.06,-00.01,00.03,23.11,39.11,1009.79,-179.1,179.3,301
2026-01-08 10:23:52,2026-01-08 10:23:52,00.07,076,-00.07,-00.02,00.03,23.12,39.10,1009.78,-179.1,179.3,303
2026-01-08 10:23:53,2026-01-08 10:23:53,00.09,082,-00.08,-00.01,00.04,23.10,39.06,1009.77,-179.1,179.3,303
2026-01-08 10:23:54,2026-01-08 10:23:54,00.08,092,-00.07,00.00,00.03,23.09,39.09,1009.76,-179.1,179.3,298
2026-01-08 10:23:55,2026-01-08 10:23:55,00.07,087,-00.06,-00.00,00.03,23.12,39.10,1009.79,-179.1,179.3,299
2026-01-08 10:23:56,2026-01-08 10:23:56,00.05,082,-00.05,-00.01,00.02,23.14,39.09,1009.80,-179.1,179.3,301
2026-01-08 10:23:57,2026-01-08 10:23:57,00.08,080,-00.07,-00.01,00.04,23.11,39.07,1009.81,-179.1,179.3,301
2026-01-08 10:23:58,2026-01-08 10:23:58,00.07,099,-00.07,00.01,00.03,23.11,39.07,1009.80,-179.1,179.3,299
2026-01-08 10:23:59,2026-01-08 10:23:59,00.06,080,-00.05,-00.01,00.03,23.08,39.09,1009.80,-179.1,179.3,301
2026-01-08 10:24:00,2026-01-08 10:24:00,00.06,078,-00.05,-00.01,00.04,23.07,39.11,1009.82,-179.1,179.3,302
2026-01-08 10:24:01,2026-01-08 10:24:01,00.07,085,-00.07,-00.01,00.03,23.04,39.10,1009.80,-179.1,179.3,303
2026-01-08 10:24:02,2026-01-08 10:24:02,00.08,080,-00.07,-00.01,00.04,23.07,39.09,1009.81,-179.1,179.3,301
2026-01-08 10:24:03,2026-01-08 10:24:03,00.06,094,-00.04,00.00,00.04,23.07,39.11,1009.81,-179.1,179.3,302
2026-01-08 10:24:04,2026-01-08 10:24:04,00.08,081,-00.07,-00.01,00.03,23.05,39.06,1009.79,-179.1,179.3,301
