Timestamp,Wind_Speed,Wind_Direction,U_Vector,V_Vector,W_Vector,Temperature,Relative_Humidity,Pressure,Compass_Heading,Pitch,Roll
2025-12-04 10:26:54,00.02,025,-00.01,-00.02,00.01,22.91,38.35,1006.90,-179.0,180.0,018
2025-12-04 10:26:54,00.03,043,-00.02,-00.02,00.01,22.89,38.36,1006.89,-179.1,179.9,014
2025-12-04 10:26:55,00.05,033,-00.02,-00.04,00.02,22.89,38.36,1006.88,-179.1,180.0,020
2025-12-04 10:26:55,00.03,037,-00.02,-00.02,00.00,22.88,38.35,1006.91,-179.0,179.9,020
2025-12-04 10:26:55,00.03,075,-00.02,-00.01,00.02,22.88,38.36,1006.91,-179.0,180.0,019
2025-12-04 10:26:55,00.03,036,-00.02,-00.02,00.01,22.91,38.31,1006.89,-179.0,180.0,023
2025-12-04 10:26:55,00.05,062,-00.04,-00.02,00.03,22.94,38.33,1006.92,-179.0,180.0,015
2025-12-04 10:26:55,00.05,075,-00.05,-00.01,00.02,22.95,38.32,1006.90,-179.0,179.9,017
2025-12-04 10:26:55,00.06,027,-00.02,-00.04,00.03,22.94,38.35,1006.92,-179.1,179.9,026
2025-12-04 10:26:55,00.05,357,00.00,-00.04,00.03,22.89,38.31,1006.88,-179.1,180.0,019
2025-12-04 10:26:55,00.05,344,00.01,-00.04,00.03,22.82,38.36,1006.92,-179.0,180.0,015
2025-12-04 10:26:55,00.04,333,00.01,-00.02,00.03,22.73,38.31,1006.91,-179.0,179.9,022
2025-12-04 10:26:56,00.05,343,00.01,-00.03,00.04,22.70,38.31,1006.93,-179.0,179.9,022
2025-12-04 10:26:56,00.04,327,00.02,-00.03,00.03,22.67,38.36,1006.88,-179.0,179.9,016
2025-12-04 10:26:56,00.05,332,00.02,-00.04,00.02,22.64,38.35,1006.92,-179.0,180.0,024
2025-12-04 10:26:56,00.03,348,00.01,-00.03,00.01,22.69,38.31,1006.92,-179.0,179.9,017
2025-12-04 10:26:56,00.02,045,-00.01,-00.01,00.00,22.77,38.32,1006.89,-179.0,179.9,022
2025-12-04 10:26:56,00.04,053,-00.03,-00.03,00.01,22.83,38.35,1006.90,-179.0,179.9,021
2025-12-04 10:26:56,00.06,045,-00.03,-00.03,00.04,22.78,38.31,1006.91,-179.0,179.9,017
2025-12-04 10:26:56,00.05,005,-00.00,-00.04,00.02,22.79,38.31,1006.91,-179.0,180.0,021
