Timestamp,Ozone_ppb,Cell_Temperature_K,Cell_Pressure_torr,Photodiode_Voltage_V,Power_Supply_V,Latitude,Longitude,Altitude_m,GPS_Quality,Date,Time
2025-12-08 13:34:38,12.9,307.9,740.5,1.4275,12.2,0000.00000,00000.00000,0.0,0,08/12/25,13:36:26
2025-12-08 13:34:48,13.2,307.9,739.6,1.4300,12.2,0000.00000,00000.00000,0.0,0,08/12/25,13:36:36
2025-12-08 13:34:58,12.7,307.9,739.8,1.4322,12.2,0000.00000,00000.00000,0.0,0,08/12/25,13:36:46
2025-12-08 13:35:08,10.6,307.9,740.6,1.4342,12.2,0000.00000,00000.00000,0.0,0,08/12/25,13:36:56
2025-12-08 13:35:18,9.8,307.9,740.6,1.4360,12.2,0000.00000,00000.00000,0.0,0,08/12/25,13:37:06
2025-12-08 13:35:28,11.3,307.9,740.1,1.4377,12.2,0000.00000,00000.00000,0.0,0,08/12/25,13:37:16
2025-12-08 13:35:38,13.1,307.9,739.7,1.4393,12.2,0000.00000,00000.00000,0.0,0,08/12/25,13:37:26
2025-12-08 13:35:48,10.5,307.9,739.6,1.4407,12.2,0000.00000,00000.00000,0.0,0,08/12/25,13:37:36
2025-12-08 13:35:58,8.5,307.9,739.0,1.4420,12.2,0000.00000,00000.00000,0.0,0,08/12/25,13:37:46
2025-12-08 13:36:08,9.3,308.0,740.3,1.4433,12.2,0000.00000,00000.00000,0.0,0,08/12/25,13:37:56
2025-12-08 13:36:48,10.9,308.0,740.2,1.4476,12.2,0000.00000,00000.00000,0.0,0,08/12/25,13:38:36
