Timestamp,Ozone_ppb,Cell_Temperature_K,Cell_Pressure_torr,Photodiode_Voltage_V,Power_Supply_V,Latitude,Longitude,Altitude_m,GPS_Quality,Date,Time
2025-12-08 13:18:57,-66.5,307.1,738.9,1.2599,12.1,0000.00000,00000.00000,0.0,0,08/12/25,13:20:45
2025-12-08 13:19:07,-71.8,307.1,739.3,1.2783,12.1,0000.00000,00000.00000,0.0,0,08/12/25,13:20:55
