Timestamp,peak_wavelength,max_intensity,total_points,status
2025-12-04 10:35:16,627.2004,1983.00,2048,success
2025-12-04 10:35:17,627.2004,1984.00,2048,success
2025-12-04 10:35:18,627.2004,1982.00,2048,success
2025-12-04 10:35:19,627.2004,1979.00,2048,success
2025-12-04 10:35:20,627.2004,1971.00,2048,success
2025-12-04 10:35:21,627.2004,1992.00,2048,success
2025-12-04 10:35:22,627.2004,1958.00,2048,success
2025-12-04 10:35:23,627.2004,1976.00,2048,success
2025-12-04 10:35:24,627.2004,1975.00,2048,success
2025-12-04 10:35:26,627.2004,1976.00,2048,success
2025-12-04 10:35:27,627.2004,1949.00,2048,success
2025-12-04 10:35:28,627.2004,1964.00,2048,success
2025-12-04 10:35:29,627.2004,1986.00,2048,success
2025-12-04 10:35:30,627.2004,1943.00,2048,success
2025-12-04 10:35:31,627.2004,1965.00,2048,success
2025-12-04 10:35:32,627.2004,1975.00,2048,success
2025-12-04 10:35:33,627.2004,1989.00,2048,success
2025-12-04 10:35:34,627.2004,1981.00,2048,success
2025-12-04 10:35:36,627.2004,1971.00,2048,success
2025-12-04 10:35:37,627.2004,1986.00,2048,success
2025-12-04 10:35:38,627.2004,1983.00,2048,success
2025-12-04 10:35:39,627.2004,1982.00,2048,success
2025-12-04 10:35:40,627.2004,1986.00,2048,success
2025-12-04 10:35:41,627.2004,1971.00,2048,success
2025-12-04 10:35:42,627.2004,1970.00,2048,success
2025-12-04 10:35:43,627.2004,1982.00,2048,success
2025-12-04 10:35:44,627.2004,1987.00,2048,success
2025-12-04 10:35:46,627.2004,1980.00,2048,success
2025-12-04 10:35:47,627.2004,1973.00,2048,success
2025-12-04 10:35:48,627.2004,1967.00,2048,success
2025-12-04 10:35:49,627.2004,1975.00,2048,success
2025-12-04 10:35:50,627.2004,1964.00,2048,success
2025-12-04 10:35:51,627.2004,1966.00,2048,success
2025-12-04 10:35:52,627.2004,1976.00,2048,success
2025-12-04 10:35:53,627.2004,1993.00,2048,success
2025-12-04 10:35:54,627.2004,1984.00,2048,success
2025-12-04 10:35:55,627.2004,1996.00,2048,success
2025-12-04 10:35:57,627.2004,1978.00,2048,success
2025-12-04 10:35:58,627.2004,1964.00,2048,success
2025-12-04 10:35:59,627.2004,1963.00,2048,success
2025-12-04 10:36:00,627.2004,1976.00,2048,success
2025-12-04 10:36:01,627.2004,1972.00,2048,success
2025-12-04 10:36:02,627.2004,1980.00,2048,success
2025-12-04 10:36:03,627.2004,1989.00,2048,success
2025-12-04 10:36:04,627.2004,2013.00,2048,success
2025-12-04 10:36:05,627.2004,1974.00,2048,success
2025-12-04 10:36:07,627.2004,2002.00,2048,success
2025-12-04 10:36:08,627.2004,1966.00,2048,success
2025-12-04 10:36:09,627.2004,1975.00,2048,success
2025-12-04 10:36:10,627.2004,1986.00,2048,success
2025-12-04 10:36:11,627.2004,1990.00,2048,success
2025-12-04 10:36:12,627.2004,1948.00,2048,success
2025-12-04 10:36:13,627.2004,1957.00,2048,success
2025-12-04 10:36:14,627.2004,2003.00,2048,success
2025-12-04 10:36:15,627.2004,1983.00,2048,success
2025-12-04 10:36:17,627.2004,1963.00,2048,success
2025-12-04 10:36:18,627.2004,1967.00,2048,success
2025-12-04 10:36:19,627.2004,1959.00,2048,success
2025-12-04 10:36:20,627.2004,1997.00,2048,success
2025-12-04 10:36:21,627.2004,1983.00,2048,success
2025-12-04 10:36:22,627.2004,1964.00,2048,success
2025-12-04 10:36:23,627.2004,1989.00,2048,success
2025-12-04 10:36:24,627.2004,1972.00,2048,success
2025-12-04 10:36:25,627.2004,1956.00,2048,success
2025-12-04 10:36:27,627.2004,1986.00,2048,success
2025-12-04 10:36:28,627.2004,1984.00,2048,success
2025-12-04 10:36:29,627.2004,1989.00,2048,success
2025-12-04 10:36:30,627.2004,1971.00,2048,success
2025-12-04 10:36:31,627.2004,1985.00,2048,success
2025-12-04 10:36:32,627.2004,1965.00,2048,success
2025-12-04 10:36:33,627.2004,1984.00,2048,success
2025-12-04 10:36:34,627.2004,1974.00,2048,success
2025-12-04 10:36:35,627.2004,1977.00,2048,success
2025-12-04 10:36:37,627.2004,1977.00,2048,success
2025-12-04 10:36:38,627.2004,1979.00,2048,success
2025-12-04 10:36:39,627.2004,1962.00,2048,success
2025-12-04 10:36:40,627.2004,1961.00,2048,success
2025-12-04 10:36:41,627.2004,1953.00,2048,success
2025-12-04 10:36:42,627.2004,1947.00,2048,success
2025-12-04 10:36:43,627.2004,1967.00,2048,success
2025-12-04 10:36:44,627.2004,2001.00,2048,success
2025-12-04 10:36:45,627.2004,1985.00,2048,success
2025-12-04 10:36:47,627.2004,1978.00,2048,success
2025-12-04 10:36:48,627.2004,1968.00,2048,success
2025-12-04 10:36:49,627.2004,1969.00,2048,success
2025-12-04 10:36:50,627.2004,1985.00,2048,success
2025-12-04 10:36:51,627.2004,1955.00,2048,success
2025-12-04 10:36:52,627.2004,1961.00,2048,success
2025-12-04 10:36:53,627.2004,1955.00,2048,success
2025-12-04 10:36:54,627.2004,1987.00,2048,success
2025-12-04 10:36:55,627.2004,1964.00,2048,success
2025-12-04 10:36:56,627.2004,1950.00,2048,success
2025-12-04 10:36:58,627.2004,1985.00,2048,success
2025-12-04 10:36:59,627.2004,1979.00,2048,success
2025-12-04 10:37:00,627.2004,1994.00,2048,success
2025-12-04 10:37:01,627.2004,1982.00,2048,success
2025-12-04 10:37:02,627.2004,1964.00,2048,success
