merge_timestamp,imet_Timestamp,imet_pressure,imet_temp,imet_rel_hum,imet_hum_temp,imet_date,imet_time,imet_longitude,imet_latitude,imet_altitude,imet_sat,pom_Timestamp,pom_Ozone_ppb,pom_Cell_Temperature_K,pom_Cell_Pressure_torr,pom_Photodiode_Voltage_V,pom_Power_Supply_V,pom_Latitude,pom_Longitude,pom_Altitude_m,pom_GPS_Quality,pom_Date,pom_Time,trisonica_Timestamp,trisonica_Wind_Speed,trisonica_Wind_Direction,trisonica_U_Vector,trisonica_V_Vector,trisonica_W_Vector,trisonica_Temperature,trisonica_Relative_Humidity,trisonica_Pressure,trisonica_Compass_Heading,trisonica_Pitch,trisonica_Roll,spectro_Timestamp,spectro_peak_wavelength,spectro_max_intensity,spectro_total_points,spectro_status,partector2pro_Timestamp,partector2pro_time_since_start_s,partector2pro_charger_diffusion_current_nA,partector2pro_charger_high_voltage_V,partector2pro_electrometer1_mV,partector2pro_electrometer2_mV,partector2pro_electrometer1_amplitude_mV,partector2pro_electrometer2_amplitude_mV,partector2pro_temperature_C,partector2pro_relative_humidity_percent,partector2pro_status,partector2pro_precipitator_voltage_V,partector2pro_battery_voltage_V,partector2pro_flow_lpm,partector2pro_LDSA_um2_cm3,partector2pro_diameter_nm,partector2pro_number_1_cm3,partector2pro_orifice_pressure_Pa,partector2pro_absolute_pressure_mbar
2026-01-07 13:44:38,2026-01-07 13:44:37,1012.83,+2304,3.72,+2424,2015/10/18,02:49:33,+0000000000,+0000000000,-00017000,00,,,,,,,,,,,,,2026-01-07 13:44:38,00.05,100,-00.05,00.01,00.01,23.45,38.15,1012.13,-177.5,-179.2,355,,,,,,2026-01-07 13:44:37,10511.0,0.0,298.0,-0.69,0.19,5.869,0.347,26.0,38.0,0.0,1200.0,4.2,0.5,37.5,52.0,10347.0,4703.0,1013.0
2026-01-07 13:44:39,2026-01-07 13:44:38,1012.91,+2304,3.72,+2426,2015/10/18,02:49:34,+0000000000,+0000000000,-00017000,00,2026-01-07 13:44:38,32.3,309.8,744.5,1.5003,12.2,0000.00000,00000.00000,0.0,0,07/01/26,13:50:08,2026-01-07 13:44:39,00.06,110,-00.06,00.02,00.00,23.36,38.12,1012.12,-177.5,-179.2,353,,,,,,2026-01-07 13:44:38,10512.0,1.99,3365.0,2.06,0.0,5.874,0.451,26.0,38.0,0.0,1198.0,4.2,0.5,37.5,52.0,10347.0,4734.0,1013.0
2026-01-07 13:44:40,2026-01-07 13:44:39,1012.9,+2304,3.72,+2426,2015/10/18,02:49:35,+0000000000,+0000000000,-00017000,00,,,,,,,,,,,,,2026-01-07 13:44:40,00.10,138,-00.07,00.08,00.00,23.11,38.15,1012.12,-177.4,-179.2,357,,,,,,2026-01-07 13:44:39,10513.0,0.0,297.0,-0.25,3.56,5.844,1.185,26.0,38.0,0.0,84.0,4.2,0.5,37.4,59.0,9424.0,4709.0,1013.0
2026-01-07 13:44:41,2026-01-07 13:44:40,1012.84,+2304,3.72,+2427,2015/10/18,02:49:36,+0000000000,+0000000000,-00017000,00,,,,,,,,,,,,,2026-01-07 13:44:41,00.04,150,-00.02,00.03,00.01,23.38,38.13,1012.15,-177.5,-179.2,354,,,,,,2026-01-07 13:44:40,10514.0,1.99,3364.0,2.25,-2.0,5.908,2.121,26.0,38.0,0.0,100.0,4.2,0.5,37.8,59.0,9424.0,4708.0,1013.0
2026-01-07 13:44:42,2026-01-07 13:44:41,1012.95,+2305,3.72,+2424,2015/10/18,02:49:37,+0000000000,+0000000000,-00017000,00,,,,,,,,,,,,,2026-01-07 13:44:42,00.05,139,-00.03,00.04,00.02,23.37,38.15,1012.15,-177.4,-179.2,360,,,,,,2026-01-07 13:44:41,10515.0,0.0,298.0,-0.38,3.06,5.922,3.453,26.0,38.0,0.0,100.0,4.2,0.5,37.9,59.0,9424.0,4703.0,1013.0
2026-01-07 13:44:43,2026-01-07 13:44:42,1012.87,+2304,3.72,+2424,2015/10/18,02:49:38,+0000000000,+0000000000,-00017000,00,,,,,,,,,,,,,2026-01-07 13:44:43,00.02,053,-00.02,-00.01,00.01,23.42,38.19,1012.14,-177.5,-179.2,356,,,,,,2026-01-07 13:44:42,10516.0,1.99,3367.0,1.94,-2.31,5.914,4.624,26.0,38.0,0.0,99.0,4.18,0.5,37.8,59.0,9424.0,4701.0,1013.0
2026-01-07 13:44:44,2026-01-07 13:44:43,1012.87,+2310,3.72,+2424,2015/10/18,02:49:39,+0000000000,+0000000000,-00017000,00,,,,,,,,,,,,,2026-01-07 13:44:44,00.03,350,00.00,-00.03,00.00,23.55,38.16,1012.14,-177.5,-179.2,353,,,,,,2026-01-07 13:44:43,10517.0,0.0,300.0,-0.06,2.5,5.995,4.998,26.0,38.0,0.0,100.0,4.2,0.5,38.3,59.0,9424.0,4727.0,1013.0
2026-01-07 13:44:45,2026-01-07 13:44:44,1012.88,+2307,3.72,+2424,2015/10/18,02:49:40,+0000000000,+0000000000,-00017000,00,,,,,,,,,,,,,2026-01-07 13:44:45,00.06,165,-00.01,00.05,00.02,23.40,38.13,1012.14,-177.4,-179.2,355,,,,,,2026-01-07 13:44:44,10518.0,1.99,3367.0,1.81,-2.13,5.934,5.173,26.0,38.0,0.0,99.0,4.2,0.5,37.9,59.0,9424.0,4702.0,1013.0
2026-01-07 13:44:46,2026-01-07 13:44:45,1012.89,+2307,3.72,+2424,2015/10/18,02:49:41,+0000000000,+0000000000,-00017000,00,,,,,,,,,,,,,2026-01-07 13:44:46,00.10,186,00.01,00.10,-00.00,23.14,38.13,1012.13,-177.5,-179.2,354,,,,,,2026-01-07 13:44:45,10519.0,0.0,297.0,-0.56,0.94,5.907,4.807,26.0,38.0,0.0,359.0,4.19,0.5,37.8,46.1,11005.0,4702.0,1013.0
2026-01-07 13:44:47,2026-01-07 13:44:46,1012.89,+2307,3.72,+2424,2015/10/18,02:49:42,+0000000000,+0000000000,-00017000,00,,,,,,,,,,,,,2026-01-07 13:44:47,00.10,221,00.06,00.07,00.05,23.35,38.15,1012.14,-177.4,-179.2,357,,,,,,2026-01-07 13:44:46,10520.0,1.99,3363.0,2.38,-1.13,5.94,4.558,26.0,38.0,0.0,359.0,4.2,0.5,38.0,46.1,11005.0,4702.0,1013.0
2026-01-07 13:44:48,2026-01-07 13:44:47,1012.86,+2310,3.72,+2424,2015/10/18,02:49:43,+0000000000,+0000000000,-00017000,00,,,,,,,,,,,,,2026-01-07 13:44:48,00.13,216,00.07,00.10,00.03,23.57,38.12,1012.14,-177.5,-179.2,354,,,,,,2026-01-07 13:44:47,10521.0,0.0,300.0,-0.69,1.63,5.88,4.229,26.0,38.0,0.0,360.0,4.19,0.5,37.6,46.1,11005.0,4711.0,1013.0
2026-01-07 13:44:49,2026-01-07 13:44:48,1012.83,+2307,3.72,+2424,2015/10/18,02:49:44,+0000000000,+0000000000,-00017000,00,2026-01-07 13:44:48,31.3,309.8,745.1,1.5002,12.2,0000.00000,00000.00000,0.0,0,07/01/26,13:50:18,2026-01-07 13:44:49,00.07,155,-00.03,00.06,00.02,23.22,38.18,1012.11,-177.4,-179.2,354,,,,,,2026-01-07 13:44:48,10522.0,2.01,3368.0,2.19,-1.0,5.908,4.023,26.0,38.0,0.0,360.0,4.2,0.498,37.8,46.1,11005.0,4684.0,1013.0
2026-01-07 13:44:50,2026-01-07 13:44:49,1012.93,+2310,3.72,+2424,2015/10/18,02:49:45,+0000000000,+0000000000,-00017000,00,,,,,,,,,,,,,2026-01-07 13:44:50,00.01,192,00.00,00.01,00.00,23.34,38.12,1012.17,-177.5,-179.1,354,,,,,,2026-01-07 13:44:49,10523.0,0.0,298.0,-0.75,0.88,5.924,4.017,26.0,38.0,0.0,360.0,4.19,0.5,37.9,46.1,11005.0,4706.0,1013.0
2026-01-07 13:44:51,2026-01-07 13:44:50,1012.86,+2310,3.71,+2424,2015/10/18,02:49:46,+0000000000,+0000000000,-00017000,00,,,,,,,,,,,,,2026-01-07 13:44:51,00.06,027,-00.03,-00.05,00.02,23.25,38.10,1012.15,-177.5,-179.2,354,,,,,,2026-01-07 13:44:50,10524.0,1.98,3369.0,1.56,-0.69,5.903,3.965,26.0,38.0,0.0,361.0,4.19,0.5,37.7,46.1,11005.0,4700.0,1013.0
2026-01-07 13:44:52,2026-01-07 13:44:51,1012.83,+2308,3.71,+2426,2015/10/18,02:49:47,+0000000000,+0000000000,-00017000,00,,,,,,,,,,,,,2026-01-07 13:44:52,00.16,061,-00.14,-00.08,00.04,23.27,38.10,1012.12,-177.5,-179.2,358,,,,,,2026-01-07 13:44:51,10525.0,0.0,297.0,-0.25,0.25,5.922,3.427,26.0,38.0,0.0,721.0,4.2,0.5,37.9,40.8,12234.0,4703.0,1013.0
2026-01-07 13:44:53,2026-01-07 13:44:52,1012.89,+2307,3.71,+2424,2015/10/18,02:49:48,+0000000000,+0000000000,-00017000,00,,,,,,,,,,,,,2026-01-07 13:44:53,00.10,115,-00.09,00.04,00.03,23.53,38.11,1012.13,-177.4,-179.2,356,,,,,,2026-01-07 13:44:52,10526.0,2.0,3368.0,2.13,-0.44,5.901,2.963,26.0,38.0,0.0,721.0,4.2,0.5,37.7,40.8,12234.0,4699.0,1013.0
2026-01-07 13:44:54,2026-01-07 13:44:53,1012.91,+2305,3.7,+2424,2015/10/18,02:49:49,+0000000000,+0000000000,-00017000,00,,,,,,,,,,,,,2026-01-07 13:44:54,00.10,072,-00.09,-00.03,00.02,23.18,38.12,1012.17,-177.5,-179.2,356,,,,,,2026-01-07 13:44:53,10527.0,0.0,296.0,-0.25,0.38,5.884,2.529,26.0,38.0,0.0,720.0,4.2,0.499,37.6,40.8,12234.0,4689.0,1013.0
2026-01-07 13:44:55,2026-01-07 13:44:54,1012.86,+2305,3.7,+2424,2015/10/18,02:49:50,+0000000000,+0000000000,-00017000,00,,,,,,,,,,,,,2026-01-07 13:44:55,00.12,119,-00.11,00.06,00.00,23.25,38.11,1012.14,-177.5,-179.2,355,,,,,,2026-01-07 13:44:54,10528.0,1.99,3365.0,2.31,0.13,5.864,2.071,26.0,38.0,0.0,720.0,4.2,0.5,37.5,40.8,12234.0,4707.0,1013.0
2026-01-07 13:44:56,2026-01-07 13:44:55,1012.87,+2303,3.7,+2424,2015/10/18,02:49:51,+0000000000,+0000000000,-00017000,00,,,,,,,,,,,,,2026-01-07 13:44:56,00.12,133,-00.09,00.08,00.01,23.05,38.10,1012.18,-177.4,-179.1,356,,,,,,2026-01-07 13:44:55,10529.0,0.0,294.0,-0.56,1.0,5.84,2.101,26.0,38.0,0.0,720.0,4.2,0.5,37.3,40.8,12234.0,4707.0,1013.0
2026-01-07 13:44:57,2026-01-07 13:44:56,1012.88,+2305,3.7,+2424,2015/10/18,02:49:52,+0000000000,+0000000000,-00017000,00,,,,,,,,,,,,,2026-01-07 13:44:57,00.09,214,00.04,00.05,00.06,23.33,38.08,1012.15,-177.4,-179.2,351,,,,,,2026-01-07 13:44:56,10530.0,1.98,3367.0,1.81,0.25,5.824,2.089,26.0,38.0,0.0,721.0,4.2,0.5,37.2,40.8,12234.0,4702.0,1013.0
2026-01-07 13:44:58,2026-01-07 13:44:57,1012.88,+2306,3.71,+2424,2015/10/18,02:49:53,+0000000000,+0000000000,-00017000,00,,,,,,,,,,,,,2026-01-07 13:44:58,00.04,062,-00.02,-00.01,00.02,23.53,38.12,1012.15,-177.4,-179.2,356,,,,,,2026-01-07 13:44:57,10531.0,0.0,301.0,-0.56,-0.06,5.815,1.509,26.0,38.0,0.0,1201.0,4.2,0.5,37.2,57.7,9508.0,4725.0,1013.0
2026-01-07 13:44:59,2026-01-07 13:44:58,1012.88,+2304,3.71,+2424,2015/10/18,02:49:54,+0000000000,+0000000000,-00017000,00,2026-01-07 13:44:58,31.9,309.8,745.8,1.5000,12.2,0000.00000,00000.00000,0.0,0,07/01/26,13:50:28,2026-01-07 13:44:59,00.09,077,-00.07,-00.02,00.05,23.42,38.11,1012.14,-177.4,-179.2,356,,,,,,2026-01-07 13:44:58,10532.0,2.01,3365.0,2.13,0.56,5.807,1.027,26.0,38.0,0.0,1200.0,4.2,0.5,37.1,57.7,9508.0,4707.0,1013.0
2026-01-07 13:45:00,2026-01-07 13:44:59,1012.91,+2306,3.71,+2424,2015/10/18,02:49:55,+0000000000,+0000000000,-00017000,00,,,,,,,,,,,,,2026-01-07 13:45:00,00.08,020,-00.02,-00.06,00.04,23.60,38.06,1012.12,-177.5,-179.2,355,,,,,,2026-01-07 13:44:59,10533.0,0.0,297.0,-0.31,0.19,5.825,0.645,26.0,38.0,0.0,1200.0,4.19,0.5,37.2,57.7,9508.0,4705.0,1013.0
2026-01-07 13:45:01,2026-01-07 13:45:00,1012.9,+2307,3.71,+2426,2015/10/18,02:49:56,+0000000000,+0000000000,-00017000,00,,,,,,,,,,,,,2026-01-07 13:45:01,00.04,243,00.04,00.02,00.01,23.33,38.06,1012.16,-177.5,-179.2,353,,,,,,2026-01-07 13:45:00,10534.0,1.99,3364.0,2.19,-0.13,5.843,0.263,26.0,38.0,0.0,1199.0,4.2,0.5,37.4,57.7,9508.0,4704.0,1013.0
2026-01-07 13:45:02,2026-01-07 13:45:01,1012.84,+2307,3.72,+2424,2015/10/18,02:49:57,+0000000000,+0000000000,-00017000,00,,,,,,,,,,,,,2026-01-07 13:45:02,00.05,090,-00.05,-00.00,00.02,23.29,38.08,1012.12,-177.5,-179.2,356,,,,,,2026-01-07 13:45:01,10535.0,0.0,296.0,-0.63,0.5,5.877,0.394,26.0,38.0,0.0,1200.0,4.19,0.5,37.6,57.7,9508.0,4705.0,1013.0
2026-01-07 13:45:03,2026-01-07 13:45:02,1012.9,+2306,3.71,+2426,2015/10/18,02:49:58,+0000000000,+0000000000,-00017000,00,,,,,,,,,,,,,2026-01-07 13:45:03,00.10,078,-00.09,-00.02,00.01,23.45,38.10,1012.14,-177.5,-179.2,353,,,,,,2026-01-07 13:45:02,10536.0,1.99,3365.0,2.38,-0.25,5.907,0.552,26.0,38.0,0.0,1198.0,4.2,0.5,37.8,57.7,9508.0,4749.0,1013.0
2026-01-07 13:45:04,2026-01-07 13:45:03,1012.89,+2309,3.72,+2423,2015/10/18,02:49:59,+0000000000,+0000000000,-00017000,00,,,,,,,,,,,,,2026-01-07 13:45:04,00.14,048,-00.10,-00.09,00.03,22.99,38.07,1012.13,-177.5,-179.2,355,,,,,,2026-01-07 13:45:03,10537.0,0.0,298.0,-0.44,3.44,5.845,1.316,26.0,38.0,0.0,84.0,4.2,0.5,37.4,55.9,9636.0,4703.0,1013.0
2026-01-07 13:45:05,2026-01-07 13:45:04,1012.91,+2304,3.72,+2424,2015/10/18,02:50:00,+0000000000,+0000000000,-00017000,00,,,,,,,,,,,,,2026-01-07 13:45:05,00.10,049,-00.08,-00.07,00.00,23.03,38.03,1012.16,-177.5,-179.2,354,,,,,,2026-01-07 13:45:04,10538.0,1.99,3363.0,2.38,-1.75,5.832,2.154,26.0,38.0,0.0,98.0,4.2,0.5,37.3,55.9,9636.0,4711.0,1013.0
2026-01-07 13:45:06,2026-01-07 13:45:05,1012.86,+2306,3.72,+2423,2015/10/18,02:50:01,+0000000000,+0000000000,-00017000,00,,,,,,,,,,,,,2026-01-07 13:45:06,00.13,061,-00.10,-00.06,00.04,23.06,38.02,1012.09,-177.5,-179.2,354,,,,,,2026-01-07 13:45:05,10539.0,0.0,296.0,-0.38,3.63,5.831,3.497,26.0,38.0,0.0,99.0,4.19,0.5,37.3,55.9,9636.0,4710.0,1013.0
2026-01-07 13:45:07,2026-01-07 13:45:06,1012.9,+2310,3.72,+2426,2015/10/18,02:50:02,+0000000000,+0000000000,-00017000,00,,,,,,,,,,,,,2026-01-07 13:45:07,00.06,087,-00.06,-00.00,-00.00,23.11,38.06,1012.13,-177.5,-179.2,354,,,,,,2026-01-07 13:45:06,10540.0,1.99,3367.0,2.13,-2.19,5.834,4.572,26.0,38.0,0.0,99.0,4.2,0.5,37.3,55.9,9636.0,4698.0,1013.0
2026-01-07 13:45:08,2026-01-07 13:45:07,1012.88,+2306,3.71,+2424,2015/10/18,02:50:03,+0000000000,+0000000000,-00017000,00,,,,,,,,,,,,,2026-01-07 13:45:08,00.08,080,-00.07,-00.01,00.03,23.35,38.05,1012.15,-177.5,-179.2,355,,,,,,2026-01-07 13:45:07,10541.0,0.0,297.0,-0.81,3.06,5.882,4.921,26.0,38.0,0.0,99.0,4.2,0.499,37.6,55.9,9636.0,4691.0,1013.0
2026-01-07 13:45:09,2026-01-07 13:45:08,1012.9,+2304,3.71,+2424,2015/10/18,02:50:04,+0000000000,+0000000000,-00017000,00,2026-01-07 13:45:08,33.3,309.8,745.4,1.4999,12.2,0000.00000,00000.00000,0.0,0,07/01/26,13:50:38,2026-01-07 13:45:09,00.10,077,-00.09,-00.02,00.04,23.32,38.05,1012.11,-177.5,-179.2,355,,,,,,2026-01-07 13:45:08,10542.0,1.99,3364.0,2.06,-2.0,5.841,5.18,26.0,38.0,0.0,100.0,4.2,0.5,37.3,55.9,9636.0,4697.0,1013.0
2026-01-07 13:45:10,2026-01-07 13:45:09,1012.87,+2310,3.71,+2424,2015/10/18,02:50:05,+0000000000,+0000000000,-00017000,00,,,,,,,,,,,,,2026-01-07 13:45:10,00.04,126,-00.02,00.02,00.02,23.45,38.10,1012.15,-177.5,-179.2,357,,,,,,2026-01-07 13:45:09,10543.0,0.0,296.0,-0.69,1.56,5.809,4.705,26.0,38.0,0.0,360.0,4.2,0.5,37.1,54.1,10062.0,4698.0,1013.0
2026-01-07 13:45:11,2026-01-07 13:45:10,1012.89,+2310,3.71,+2426,2015/10/18,02:50:06,+0000000000,+0000000000,-00017000,00,,,,,,,,,,,,,2026-01-07 13:45:11,00.07,173,-00.01,00.06,00.03,23.33,38.07,1012.15,-177.4,-179.2,356,,,,,,2026-01-07 13:45:10,10544.0,2.01,3364.0,1.88,-1.06,5.841,4.531,26.0,38.0,0.0,360.0,4.19,0.5,37.3,54.1,10062.0,4704.0,1013.0
2026-01-07 13:45:12,2026-01-07 13:45:11,1012.87,+2302,3.71,+2424,2015/10/18,02:50:07,+0000000000,+0000000000,-00017000,00,,,,,,,,,,,,,2026-01-07 13:45:12,00.04,185,00.00,00.04,00.00,23.26,38.03,1012.15,-177.5,-179.1,356,,,,,,2026-01-07 13:45:11,10545.0,0.0,296.0,-0.19,0.94,5.834,4.229,26.0,38.0,0.0,359.0,4.2,0.5,37.3,54.1,10062.0,4702.0,1013.0
