Timestamp,peak_wavelength,max_intensity,total_points,status
2025-12-08 13:34:35,627.2004,1606.00,2048,success
2025-12-08 13:34:36,627.2004,1612.00,2048,success
2025-12-08 13:34:37,627.2004,1580.00,2048,success
2025-12-08 13:34:38,627.2004,1614.00,2048,success
2025-12-08 13:34:39,627.2004,1615.00,2048,success
2025-12-08 13:34:40,627.2004,1608.00,2048,success
2025-12-08 13:34:41,627.2004,1591.00,2048,success
2025-12-08 13:34:43,627.2004,1603.00,2048,success
2025-12-08 13:34:44,627.2004,1588.00,2048,success
2025-12-08 13:34:45,627.2004,1605.00,2048,success
2025-12-08 13:34:46,627.2004,1611.00,2048,success
2025-12-08 13:34:47,627.2004,1602.00,2048,success
2025-12-08 13:34:48,627.2004,1592.00,2048,success
2025-12-08 13:34:49,627.2004,1601.00,2048,success
2025-12-08 13:34:50,627.2004,1608.00,2048,success
2025-12-08 13:34:51,627.2004,1610.00,2048,success
2025-12-08 13:35:16,627.2004,1596.00,2048,success
2025-12-08 13:35:17,627.2004,1585.00,2048,success
2025-12-08 13:35:18,627.2004,1611.00,2048,success
2025-12-08 13:35:19,627.2004,1607.00,2048,success
2025-12-08 13:35:20,627.2004,1593.00,2048,success
2025-12-08 13:35:22,627.2004,1612.00,2048,success
2025-12-08 13:35:23,627.2004,1604.00,2048,success
2025-12-08 13:35:24,627.2004,1612.00,2048,success
2025-12-08 13:35:25,627.2004,1585.00,2048,success
2025-12-08 13:35:26,627.2004,1611.00,2048,success
2025-12-08 13:35:27,627.2004,1615.00,2048,success
2025-12-08 13:35:28,627.2004,1605.00,2048,success
2025-12-08 13:35:29,627.2004,1607.00,2048,success
2025-12-08 13:35:30,627.2004,1598.00,2048,success
2025-12-08 13:35:32,627.2004,1621.00,2048,success
2025-12-08 13:35:33,627.2004,1609.00,2048,success
2025-12-08 13:35:34,627.2004,1632.00,2048,success
2025-12-08 13:35:35,627.2004,1605.00,2048,success
2025-12-08 13:35:36,627.2004,1607.00,2048,success
2025-12-08 13:35:37,627.2004,1612.00,2048,success
2025-12-08 13:35:38,627.2004,1601.00,2048,success
2025-12-08 13:35:39,627.2004,1616.00,2048,success
2025-12-08 13:35:40,627.2004,1602.00,2048,success
2025-12-08 13:35:42,627.2004,1601.00,2048,success
2025-12-08 13:35:43,627.2004,1608.00,2048,success
2025-12-08 13:35:44,627.2004,1607.00,2048,success
2025-12-08 13:35:45,627.2004,1601.00,2048,success
2025-12-08 13:35:46,627.2004,1601.00,2048,success
2025-12-08 13:35:47,627.2004,1610.00,2048,success
2025-12-08 13:35:48,627.2004,1617.00,2048,success
2025-12-08 13:35:49,627.2004,1627.00,2048,success
2025-12-08 13:35:50,627.2004,1597.00,2048,success
2025-12-08 13:35:52,627.2004,1613.00,2048,success
2025-12-08 13:35:53,627.2004,1601.00,2048,success
2025-12-08 13:35:54,627.2004,1622.00,2048,success
2025-12-08 13:35:55,627.2004,1612.00,2048,success
2025-12-08 13:35:56,627.2004,1613.00,2048,success
2025-12-08 13:35:57,627.2004,1630.00,2048,success
2025-12-08 13:35:58,627.2004,1608.00,2048,success
2025-12-08 13:35:59,627.2004,1631.00,2048,success
2025-12-08 13:36:00,627.2004,1598.00,2048,success
2025-12-08 13:36:02,627.2004,1624.00,2048,success
2025-12-08 13:36:03,627.2004,1598.00,2048,success
2025-12-08 13:36:04,627.2004,1621.00,2048,success
2025-12-08 13:36:05,627.2004,1601.00,2048,success
2025-12-08 13:36:06,627.2004,1610.00,2048,success
2025-12-08 13:36:07,627.2004,1607.00,2048,success
2025-12-08 13:36:08,627.2004,1623.00,2048,success
2025-12-08 13:36:09,627.2004,1626.00,2048,success
2025-12-08 13:36:10,627.2004,1640.00,2048,success
2025-12-08 13:36:12,627.2004,1616.00,2048,success
2025-12-08 13:36:13,627.2004,1640.00,2048,success
2025-12-08 13:36:14,627.2004,1620.00,2048,success
2025-12-08 13:36:15,627.2004,1631.00,2048,success
2025-12-08 13:36:16,627.2004,1628.00,2048,success
2025-12-08 13:36:17,627.2004,1633.00,2048,success
2025-12-08 13:36:18,627.2004,1621.00,2048,success
2025-12-08 13:36:19,627.2004,1631.00,2048,success
2025-12-08 13:36:20,627.2004,1640.00,2048,success
2025-12-08 13:36:21,627.2004,1606.00,2048,success
2025-12-08 13:36:23,627.2004,1640.00,2048,success
2025-12-08 13:36:24,627.2004,1638.00,2048,success
2025-12-08 13:36:25,627.2004,1610.00,2048,success
2025-12-08 13:36:26,627.2004,1621.00,2048,success
2025-12-08 13:36:27,627.2004,1637.00,2048,success
2025-12-08 13:36:28,627.2004,1618.00,2048,success
2025-12-08 13:36:29,627.2004,1642.00,2048,success
2025-12-08 13:36:30,627.2004,1626.00,2048,success
2025-12-08 13:36:31,627.2004,1630.00,2048,success
2025-12-08 13:36:33,627.2004,1642.00,2048,success
2025-12-08 13:36:34,627.2004,1639.00,2048,success
2025-12-08 13:36:35,627.2004,1634.00,2048,success
2025-12-08 13:36:36,627.2004,1643.00,2048,success
2025-12-08 13:36:37,627.2004,1625.00,2048,success
2025-12-08 13:36:38,627.2004,1636.00,2048,success
2025-12-08 13:36:39,627.2004,1643.00,2048,success
2025-12-08 13:36:40,627.2004,1655.00,2048,success
2025-12-08 13:36:41,627.2004,1638.00,2048,success
2025-12-08 13:36:43,627.2004,1634.00,2048,success
2025-12-08 13:36:44,627.2004,1648.00,2048,success
2025-12-08 13:36:45,627.2004,1617.00,2048,success
2025-12-08 13:36:46,627.2004,1633.00,2048,success
2025-12-08 13:36:47,627.2004,1647.00,2048,success
2025-12-08 13:36:48,627.2004,1655.00,2048,success
2025-12-08 13:36:49,627.2004,1637.00,2048,success
2025-12-08 13:36:50,627.2004,1663.00,2048,success
2025-12-08 13:36:51,627.2004,1634.00,2048,success
2025-12-08 13:36:53,627.2004,1645.00,2048,success
2025-12-08 13:36:54,627.2004,1639.00,2048,success
2025-12-08 13:36:55,627.2004,1626.00,2048,success
